time_s,encoder_pos_rad,output_torque_Nm
6.883189,0.370907079,14.240000
6.893934,0.370201321,14.200000
6.904597,0.370201321,14.160000
6.915272,0.370201321,14.120000
6.925968,0.370201321,14.080000
6.936703,0.370201321,14.040000
6.947367,0.370201321,14.000000
6.958046,0.370201321,13.960000
6.968796,0.370201321,13.920000
6.979443,0.370201321,13.880000
6.990130,0.370201321,13.840000
7.000793,0.369165622,13.800000
7.011435,0.369165622,13.760000
7.022106,0.369165622,13.720000
7.032830,0.369165622,13.680000
7.043558,0.369165622,13.640000
7.054220,0.369165622,13.600000
7.064808,0.369165622,13.560000
7.075465,0.369165622,13.520000
7.086074,0.369165622,13.480000
7.096777,0.367715531,13.440000
7.107396,0.367715531,13.400000
7.118032,0.367715531,13.360000
7.128802,0.367715531,13.320000
7.139398,0.367715531,13.280000
7.150065,0.367715531,13.240000
7.160761,0.367715531,13.200000
7.171448,0.367715531,13.160000
7.182220,0.367715531,13.120000
7.193021,0.367069131,13.080000
7.203715,0.367069131,13.040000
7.214303,0.367069131,13.000000
7.224944,0.367069131,12.960000
7.235578,0.367069131,12.920000
7.246219,0.367069131,12.880000
7.256881,0.367069131,12.840000
7.267557,0.367069131,12.800000
7.278252,0.367069131,12.760000
7.288933,0.367069131,12.720000
7.299503,0.366193721,12.680000
7.310139,0.366193721,12.640000
7.320835,0.366193721,12.600000
7.331451,0.366193721,12.560000
7.342083,0.366193721,12.520000
7.352704,0.366193721,12.480000
7.363377,0.366193721,12.440000
7.373981,0.366193721,12.400000
7.384575,0.366193721,12.360000
7.395123,0.364978820,12.320000
7.405687,0.364978820,12.280000
7.416386,0.364978820,12.240000
7.427101,0.364978820,12.200000
7.437657,0.364978820,12.160000
7.448315,0.364978820,12.120000
7.459031,0.364978820,12.080000
7.469769,0.364978820,12.040000
7.480491,0.364978820,12.000000
7.491157,0.364978820,11.960000
7.501727,0.363269758,11.920000
7.512531,0.363269758,11.880000
7.523218,0.363269758,11.840000
7.534021,0.363269758,11.800000
7.544630,0.363269758,11.760000
7.555303,0.363269758,11.720000
7.566014,0.363269758,11.680000
7.576756,0.363269758,11.640000
7.587435,0.363269758,11.600000
7.598109,0.361002305,11.560000
7.608779,0.361002305,11.520000
7.619452,0.361002305,11.480000
7.630189,0.361002305,11.440000
7.640862,0.361002305,11.400000
7.651497,0.361002305,11.360000
7.662216,0.361002305,11.320000
7.672858,0.361002305,11.280000
7.683526,0.361002305,11.240000
7.694053,0.357454038,11.200000
7.704735,0.357454038,11.160000
7.715405,0.357454038,11.120000
7.726122,0.357454038,11.080000
7.736850,0.357454038,11.040000
7.747516,0.357454038,11.000000
7.758139,0.357454038,10.960000
7.768874,0.357454038,10.920000
7.779874,0.357454038,10.880000
7.790552,0.357454038,10.840000
7.801210,0.352205322,10.800000
7.811892,0.352205322,10.760000
7.822622,0.352205322,10.720000
7.833305,0.352205322,10.680000
7.844048,0.352205322,10.640000
7.854639,0.352205322,10.600000
7.865295,0.352205322,10.560000
7.875984,0.352205322,10.520000
7.886703,0.352205322,10.480000
7.897320,0.348963215,10.440000
7.907954,0.348963215,10.400000
7.918677,0.348963215,10.360000
7.929386,0.348963215,10.320000
7.940010,0.348963215,10.280000
7.950687,0.348963215,10.240000
7.961378,0.348963215,10.200000
7.971974,0.348963215,10.160000
7.982611,0.348963215,10.120000
7.994034,0.347153409,10.080000
8.004719,0.347153409,10.040000
8.015379,0.347153409,10.000000
8.026097,0.347153409,9.960000
8.036857,0.347153409,9.920000
8.047507,0.347153409,9.880000
8.058217,0.347153409,9.840000
8.069028,0.347153409,9.800000
8.079697,0.347153409,9.760000
8.090362,0.347153409,9.720000
8.101004,0.345220579,9.680000
8.111682,0.345220579,9.640000
8.122530,0.345220579,9.600000
8.133248,0.345220579,9.560000
8.144121,0.345220579,9.520000
8.154817,0.345220579,9.480000
8.165489,0.345220579,9.440000
8.176257,0.345220579,9.400000
8.186929,0.345220579,9.360000
8.197566,0.343728917,9.320000
8.208250,0.343728917,9.280000
8.218999,0.343728917,9.240000
8.229780,0.343728917,9.200000
8.240507,0.343728917,9.160000
8.251125,0.343728917,9.120000
8.261839,0.343728917,9.080000
8.272645,0.343728917,9.040000
8.283349,0.343728917,9.000000
8.294127,0.342754075,8.960000
8.304825,0.342754075,8.920000
8.315561,0.342754075,8.880000
8.326267,0.342754075,8.840000
8.336978,0.342754075,8.800000
8.347938,0.342754075,8.760000
8.358654,0.342754075,8.720000
8.369373,0.342754075,8.680000
8.380057,0.342754075,8.640000
8.390745,0.342754075,8.600000
8.401454,0.340755519,8.560000
8.412093,0.340755519,8.520000
8.422767,0.340755519,8.480000
8.433442,0.340755519,8.440000
8.444131,0.340755519,8.400000
8.454748,0.340755519,8.360000
8.465265,0.340755519,8.320000
8.475953,0.340755519,8.280000
8.486610,0.340755519,8.240000
8.497190,0.338704344,8.200000
8.507980,0.338704344,8.160000
8.518709,0.338704344,8.120000
8.529398,0.338704344,8.080000
8.540090,0.338704344,8.040000
8.550736,0.338704344,8.000000
8.561492,0.338704344,7.960000
8.572176,0.338704344,7.920000
8.582847,0.338704344,7.880000
8.593626,0.333222872,7.840000
8.604360,0.333222872,7.800000
