time_s,output_pos_rad,output_torque_Nm
16.921261,-0.043889656,-13.360000
16.931010,-0.043903352,-13.320000
16.941427,-0.043882808,-13.280000
16.951827,-0.043841719,-13.240000
16.961841,-0.043786934,-13.200000
16.972236,-0.043759541,-13.160000
16.982177,-0.043745845,-13.120000
16.992150,-0.043718452,-13.080000
17.002085,-0.043677364,-13.040000
17.012663,-0.043636275,-13.000000
17.022671,-0.043629427,-12.960000
17.032542,-0.043588338,-12.920000
17.042862,-0.043581490,-12.880000
17.052742,-0.043526705,-12.840000
17.062952,-0.043471920,-12.800000
17.073201,-0.043458224,-12.760000
17.083305,-0.043437679,-12.720000
17.093529,-0.043403439,-12.680000
17.103325,-0.043396590,-12.640000
17.113657,-0.043348654,-12.600000
17.123772,-0.043307565,-12.560000
17.133929,-0.043293868,-12.520000
17.143867,-0.043232235,-12.480000
17.153792,-0.043197995,-12.440000
17.164373,-0.043170602,-12.400000
17.174940,-0.043129513,-12.360000
17.184840,-0.043102121,-12.320000
17.194934,-0.043102121,-12.280000
17.204958,-0.043054184,-12.240000
17.215757,-0.043019943,-12.200000
17.225415,-0.042972006,-12.160000
17.235302,-0.042965158,-12.120000
17.245277,-0.042930918,-12.080000
17.255381,-0.042889829,-12.040000
17.265446,-0.042862436,-12.000000
17.275580,-0.042848740,-11.960000
17.286105,-0.042780259,-11.920000
17.296116,-0.042739170,-11.880000
17.305959,-0.042691233,-11.840000
17.316381,-0.042656993,-11.800000
17.326451,-0.042643296,-11.760000
17.336329,-0.042629600,-11.720000
17.346426,-0.042574815,-11.680000
17.356604,-0.042499486,-11.640000
17.366997,-0.042472093,-11.600000
17.377111,-0.042458397,-11.560000
17.387320,-0.042376219,-11.520000
17.397924,-0.042314586,-11.480000
17.407150,-0.042314586,-11.440000
17.417332,-0.042252953,-11.400000
17.427943,-0.042205016,-11.360000
17.437935,-0.042150231,-11.320000
17.447926,-0.042150231,-11.280000
17.458145,-0.042081750,-11.240000
17.468206,-0.042040661,-11.200000
17.478389,-0.041992724,-11.160000
17.488478,-0.041951635,-11.120000
17.498384,-0.041917395,-11.080000
17.508515,-0.041896850,-11.040000
17.518894,-0.041828369,-11.000000
17.528773,-0.041787280,-10.960000
17.538995,-0.041766736,-10.920000
17.549108,-0.041684558,-10.880000
17.559140,-0.041650318,-10.840000
17.569280,-0.041643470,-10.800000
17.579626,-0.041616077,-10.760000
17.589749,-0.041561292,-10.720000
17.599802,-0.041527051,-10.680000
17.609936,-0.041458570,-10.640000
17.620059,-0.041431178,-10.600000
17.630124,-0.041355848,-10.560000
17.640260,-0.041301063,-10.520000
17.650271,-0.041287367,-10.480000
17.660562,-0.041232582,-10.440000
17.670732,-0.041205189,-10.400000
17.680851,-0.041109315,-10.360000
17.690742,-0.041095619,-10.320000
17.701064,-0.041054530,-10.280000
17.711118,-0.041013442,-10.240000
17.720983,-0.040992897,-10.200000
17.731515,-0.040951809,-10.160000
17.741797,-0.040910720,-10.120000
17.751844,-0.040862783,-10.080000
17.762002,-0.040801150,-10.040000
17.772140,-0.040766909,-10.000000
17.782230,-0.040718972,-9.960000
17.792540,-0.040671035,-9.920000
17.802601,-0.040636795,-9.880000
17.812581,-0.040602554,-9.840000
17.822706,-0.040547769,-9.800000
17.832821,-0.040527225,-9.760000
17.843162,-0.040410806,-9.720000
17.852874,-0.040390262,-9.680000
17.863231,-0.040321781,-9.640000
17.873271,-0.040294388,-9.600000
17.883564,-0.040205363,-9.560000
17.893717,-0.040150577,-9.520000
17.903922,-0.040068400,-9.480000
17.913916,-0.040020463,-9.440000
17.924051,-0.039951982,-9.400000
17.934234,-0.039856108,-9.360000
17.944236,-0.039760234,-9.320000
17.954536,-0.039630120,-9.280000
17.964655,-0.039568487,-9.240000
17.974783,-0.039458917,-9.200000
17.984904,-0.039349346,-9.160000
17.994985,-0.039253473,-9.120000
18.005117,-0.039150751,-9.080000
18.015287,-0.039013788,-9.040000
18.025423,-0.038876826,-9.000000
18.035646,-0.038678230,-8.960000
18.045850,-0.038527571,-8.920000
18.055610,-0.038383760,-8.880000
18.065945,-0.038192013,-8.840000
18.075971,-0.038082443,-8.800000
18.086189,-0.037931784,-8.760000
18.096279,-0.037822214,-8.720000
18.106495,-0.037726340,-8.680000
18.116724,-0.037541441,-8.640000
18.126816,-0.037411326,-8.600000
18.136952,-0.037274364,-8.560000
18.146938,-0.037089464,-8.520000
18.157093,-0.036904565,-8.480000
18.167266,-0.036692273,-8.440000
18.177452,-0.036411499,-8.400000
18.187495,-0.036048549,-8.360000
18.197667,-0.035603420,-8.320000
18.207800,-0.035370584,-8.280000
18.217864,-0.035103507,-8.240000
18.227986,-0.034966544,-8.200000
18.238175,-0.034754252,-8.160000
18.248259,-0.034692619,-8.120000
18.258474,-0.035062418,-8.080000
18.268514,-0.034377605,-8.040000
18.278879,-0.034713163,-8.000000
18.288703,-0.034706315,-7.960000
18.298991,-0.034658378,-7.920000
18.309167,-0.034630986,-7.880000
18.319152,-0.034589897,-7.840000
18.329226,-0.034583049,-7.800000
18.339335,-0.034535112,-7.760000
18.349829,-0.034494023,-7.720000
18.359446,-0.034404998,-7.680000
18.369652,-0.034329668,-7.640000
18.380386,-0.034206402,-7.600000
18.390574,-0.034096832,-7.560000
18.400250,-0.033973566,-7.520000
18.410162,-0.033768122,-7.480000
18.420416,-0.033555830,-7.440000
18.430961,-0.033364082,-7.400000
18.441087,-0.033158638,-7.360000
18.451265,-0.033028524,-7.320000
18.461021,-0.032925802,-7.280000
18.471064,-0.032816232,-7.240000
18.481303,-0.032727206,-7.200000
18.490850,-0.032686117,-7.160000
18.500934,-0.032603940,-7.120000
18.510823,-0.032508066,-7.080000
18.521250,-0.032460129,-7.040000
18.531756,-0.032439585,-7.000000
18.542030,-0.032336863,-6.960000
18.552084,-0.032330015,-6.920000
18.562090,-0.032282078,-6.880000
18.571900,-0.032240989,-6.840000
18.582295,-0.032186204,-6.800000
18.592786,-0.032151963,-6.760000
18.602900,-0.032110875,-6.720000
18.613045,-0.032049241,-6.680000
18.623161,-0.032008153,-6.640000
18.633349,-0.031967064,-6.600000
18.643433,-0.031891735,-6.560000
18.653565,-0.031857494,-6.520000
18.663581,-0.031809557,-6.480000
18.673891,-0.031761620,-6.440000
18.683938,-0.031720531,-6.400000
18.693736,-0.031658898,-6.360000
18.704126,-0.031624657,-6.320000
18.714331,-0.031569872,-6.280000
18.724778,-0.031508239,-6.240000
18.735008,-0.031508239,-6.200000
18.744789,-0.031426062,-6.160000
18.754893,-0.031364429,-6.120000
18.765078,-0.031323340,-6.080000
18.775211,-0.031268555,-6.040000
18.785286,-0.031234314,-6.000000
18.795423,-0.031165833,-5.960000
18.805545,-0.031097352,-5.920000
18.815699,-0.031035718,-5.880000
18.825814,-0.031042567,-5.840000
18.835910,-0.030953541,-5.800000
18.846036,-0.030905604,-5.760000
18.856190,-0.030864515,-5.720000
18.866429,-0.030830275,-5.680000
18.875744,-0.030775490,-5.640000
18.886147,-0.030679616,-5.600000
18.896605,-0.030659071,-5.560000
18.906834,-0.030604286,-5.520000
18.916755,-0.030535805,-5.480000
18.927032,-0.030515261,-5.440000
18.936823,-0.030481020,-5.400000
18.947260,-0.030439931,-5.360000
18.957470,-0.030350906,-5.320000
18.967959,-0.030316665,-5.280000
18.977848,-0.030289272,-5.240000
18.987745,-0.030227639,-5.200000
18.998172,-0.030172854,-5.160000
19.007848,-0.030111221,-5.120000
19.017923,-0.030083829,-5.080000
19.028247,-0.030029044,-5.040000
19.038666,-0.029981107,-5.000000
19.048732,-0.029912625,-4.960000
19.058630,-0.029892081,-4.920000
19.068698,-0.029864688,-4.880000
19.078809,-0.029789359,-4.840000
19.088898,-0.029741422,-4.800000
19.099037,-0.029707182,-4.760000
19.109225,-0.029652396,-4.720000
19.119196,-0.029597611,-4.680000
19.129298,-0.029542826,-4.640000
19.139607,-0.029481193,-4.600000
19.149798,-0.029440104,-4.560000
19.160121,-0.029385319,-4.520000
19.170263,-0.029323686,-4.480000
19.180677,-0.029268901,-4.440000
19.190864,-0.029173027,-4.400000
19.200610,-0.029118242,-4.360000
19.210582,-0.029008672,-4.320000
19.221013,-0.028981280,-4.280000
19.231120,-0.028905950,-4.240000
19.241222,-0.028878558,-4.200000
19.251347,-0.028789532,-4.160000
19.261547,-0.028700507,-4.120000
19.271699,-0.028604633,-4.080000
19.281814,-0.028522455,-4.040000
19.291840,-0.028426581,-4.000000
19.301943,-0.028364948,-3.960000
19.312066,-0.028241682,-3.920000
19.322156,-0.028104719,-3.880000
19.332156,-0.028043086,-3.840000
19.342379,-0.028001998,-3.800000
19.352994,-0.027926668,-3.760000
19.363269,-0.027782857,-3.720000
19.372882,-0.027721224,-3.680000
19.383255,-0.027632199,-3.640000
19.393371,-0.027556869,-3.600000
19.403457,-0.027502084,-3.560000
19.413516,-0.027426755,-3.520000
19.423736,-0.027385666,-3.480000
19.433849,-0.027358273,-3.440000
19.443898,-0.027262400,-3.400000
19.454147,-0.027173374,-3.360000
19.463982,-0.027118589,-3.320000
19.474726,-0.027077500,-3.280000
19.484480,-0.027022715,-3.240000
19.494586,-0.026988474,-3.200000
19.504687,-0.026913145,-3.160000
19.514929,-0.026851512,-3.120000
19.525115,-0.026783031,-3.080000
19.535252,-0.026721397,-3.040000
19.545357,-0.026659764,-3.000000
19.555241,-0.026652916,-2.960000
19.565553,-0.026563891,-2.920000
19.576229,-0.026488561,-2.880000
19.585950,-0.026433776,-2.840000
19.595509,-0.026358447,-2.800000
19.606031,-0.026262573,-2.760000
19.615894,-0.026200940,-2.720000
19.626176,-0.026077673,-2.680000
19.636743,-0.025974951,-2.640000
19.646632,-0.025879078,-2.600000
19.656624,-0.025803748,-2.560000
19.667024,-0.025714723,-2.520000
19.677182,-0.025529823,-2.480000
19.686970,-0.025399709,-2.440000
19.697378,-0.025269594,-2.400000
19.707759,-0.025125784,-2.360000
19.717510,-0.024927188,-2.320000
19.727415,-0.024776529,-2.280000
19.737988,-0.024639566,-2.240000
19.748564,-0.024475211,-2.200000
19.758101,-0.024310856,-2.160000
19.768524,-0.024235527,-2.120000
19.777781,-0.024125957,-2.080000
19.788621,-0.024002690,-2.040000
19.798291,-0.023934209,-2.000000
19.808390,-0.023845183,-1.960000
19.820006,-0.023694525,-1.920000
19.829416,-0.023550714,-1.880000
19.838676,-0.023420600,-1.840000
19.848853,-0.023139826,-1.800000
19.858966,-0.022770027,-1.760000
19.869057,-0.022167392,-1.720000
19.879424,-0.021592149,-1.680000
19.889367,-0.021188110,-1.640000
19.899341,-0.020852551,-1.600000
19.909464,-0.020455360,-1.560000
19.919792,-0.020051320,-1.520000
19.929838,-0.019489774,-1.480000
19.939961,-0.018941923,-1.440000
19.949953,-0.018620061,-1.400000
19.961736,-0.018339288,-1.360000
19.970852,-0.017976337,-1.320000
19.980292,-0.017551753,-1.280000
19.990134,-0.016969662,-1.240000
20.000402,-0.016209520,-1.200000
20.010372,-0.015819177,-1.160000
20.020556,-0.015504163,-1.120000
20.030634,-0.015182301,-1.080000
20.040805,-0.014867287,-1.040000
20.050890,-0.014730324,-1.000000
20.060941,-0.014613906,-0.960000
20.071034,-0.014463247,-0.920000
20.081258,-0.014374222,-0.880000
20.091264,-0.014257804,-0.840000
20.101432,-0.014189322,-0.800000
20.111500,-0.014086600,-0.760000
20.121660,-0.014011271,-0.720000
20.131898,-0.013935942,-0.680000
20.142203,-0.013833220,-0.640000
20.152310,-0.013778435,-0.600000
20.162256,-0.013689409,-0.560000
20.172378,-0.013614079,-0.520000
20.182513,-0.013531902,-0.480000
20.192750,-0.013483965,-0.440000
20.202655,-0.013394939,-0.400000
20.212708,-0.013312762,-0.360000
20.222956,-0.013312762,-0.320000
20.232842,-0.013189496,-0.280000
20.242949,-0.013073077,-0.240000
20.253097,-0.012977204,-0.200000
20.263495,-0.012826545,-0.160000
20.274268,-0.012730671,-0.120000
20.283496,-0.012593708,-0.080000
20.293996,-0.012326631,-0.040000
20.304105,-0.012141732,0.000000
