time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,motor_position_rev,motor_position_deg,output_position_deg,phase
0.006,nan,nan,-0.31,-0.02,0.0027,0.0384,0.6908,47.81,0.0453,0.000000,0.0000,0.0000,ramp_up
0.013,0.0083,0.1156,-0.11,-0.01,-0.0002,-0.0022,0.6908,47.85,-0.0026,0.000061,0.0220,0.0016,ramp_up
0.025,0.0165,0.2313,0.07,0.01,0.0110,0.1541,0.6908,47.83,0.1820,0.000244,0.0879,0.0063,ramp_up
0.038,0.0248,0.3469,0.40,0.03,0.0171,0.2394,0.6908,47.85,0.2827,0.000427,0.1538,0.0110,ramp_up
0.050,0.0248,0.3469,0.40,0.03,0.0171,0.2394,0.6908,47.85,0.2827,0.000427,0.1538,0.0110,ramp_up
0.063,0.0330,0.4625,0.75,0.05,0.0257,0.3598,0.6908,47.83,0.4248,0.000610,0.2197,0.0157,ramp_up
0.075,0.0413,0.5781,1.57,0.11,0.0227,0.3184,0.6908,47.85,0.3760,0.000854,0.3076,0.0220,ramp_up
0.088,0.0496,0.6937,1.01,0.07,0.0399,0.5590,0.6908,47.83,0.6600,0.001221,0.4395,0.0314,ramp_up
0.104,0.0578,0.8094,1.01,0.07,0.0399,0.5590,0.6954,47.83,0.6600,0.001221,0.4395,0.0314,ramp_up
0.113,0.0578,0.8094,3.13,0.22,0.0437,0.6118,0.6954,47.81,0.7223,0.001831,0.6592,0.0471,ramp_up
0.125,0.0661,0.9250,2.70,0.19,0.0640,0.8957,0.6954,47.81,1.0574,0.002441,0.8789,0.0628,ramp_up
0.138,0.0743,1.0406,3.90,0.28,0.0660,0.9234,0.6954,47.85,1.0902,0.003357,1.2085,0.0863,ramp_up
0.151,0.0826,1.1562,3.90,0.28,0.0660,0.9234,0.6954,47.85,1.0902,0.003357,1.2085,0.0863,ramp_up
0.163,0.0826,1.1562,8.37,0.60,0.0699,0.9788,0.6954,47.81,1.1556,0.005066,1.8237,0.1303,ramp_up
0.175,0.0908,1.2719,17.86,1.28,0.0759,1.0619,0.6954,47.85,1.2537,0.010071,3.6255,0.2590,ramp_up
0.188,0.0991,1.3875,10.70,0.76,0.0944,1.3213,0.7483,47.83,1.5599,0.013550,4.8779,0.3484,ramp_up
0.201,0.1074,1.5031,10.70,0.76,0.0944,1.3213,0.7483,47.83,1.5599,0.013550,4.8779,0.3484,ramp_up
0.213,0.1074,1.5031,-0.81,-0.06,0.1026,1.4360,0.7483,47.83,1.6953,0.013611,4.8999,0.3500,ramp_up
0.225,0.1156,1.6187,2.72,0.19,0.1062,1.4875,0.7483,47.83,1.7561,0.014465,5.2075,0.3720,ramp_up
0.238,0.1239,1.7344,3.28,0.23,0.1123,1.5727,0.7483,47.83,1.8568,0.015198,5.4712,0.3908,ramp_up
0.250,0.1321,1.8500,7.76,0.55,0.1232,1.7247,0.7483,47.83,2.0362,0.016968,6.1084,0.4363,ramp_up
0.263,0.1404,1.9656,7.76,0.55,0.1232,1.7247,0.7483,47.83,2.0362,0.016968,6.1084,0.4363,ramp_up
0.275,0.1404,1.9656,11.49,0.82,0.1371,1.9196,0.7483,47.83,2.2662,0.020447,7.3608,0.5258,ramp_up
0.288,0.1487,2.0812,0.51,0.04,0.1394,1.9510,1.0635,47.83,2.3033,0.021118,7.6025,0.5430,ramp_up
0.300,0.1569,2.1969,4.11,0.29,0.1506,2.1085,1.0635,47.83,2.4894,0.021912,7.8882,0.5634,ramp_up
0.314,0.1652,2.3125,2.67,0.19,0.1561,2.1859,1.0635,47.83,2.5807,0.023132,8.3276,0.5948,ramp_up
0.325,0.1652,2.3125,2.67,0.19,0.1561,2.1859,1.0635,47.83,2.5807,0.023132,8.3276,0.5948,ramp_up
0.338,0.1734,2.4281,0.89,0.06,0.1648,2.3070,1.0635,47.83,2.7236,0.023682,8.5254,0.6090,ramp_up
0.350,0.1817,2.5438,2.91,0.21,0.1722,2.4110,1.0635,47.85,2.8464,0.024536,8.8330,0.6309,ramp_up
0.363,0.1900,2.6594,-0.44,-0.03,0.1804,2.5250,1.0635,47.79,2.9810,0.024719,8.8989,0.6356,ramp_up
0.377,0.1900,2.6594,-0.44,-0.03,0.1804,2.5250,2.0909,47.79,2.9810,0.024719,8.8989,0.6356,ramp_up
0.388,0.1982,2.7750,0.43,0.03,0.1942,2.7187,2.0909,47.85,3.2096,0.025330,9.1187,0.6513,ramp_up
0.400,0.2065,2.8906,1.41,0.10,0.1970,2.7578,2.0909,47.85,3.2559,0.025696,9.2505,0.6607,ramp_up
0.413,0.2147,3.0063,0.43,0.03,0.2029,2.8400,2.0909,47.81,3.3529,0.025940,9.3384,0.6670,ramp_up
0.425,0.2230,3.1219,0.43,0.03,0.2029,2.8400,2.0909,47.81,3.3529,0.025940,9.3384,0.6670,ramp_up
0.438,0.2230,3.1219,0.83,0.06,0.2118,2.9655,2.0909,47.85,3.5010,0.026428,9.5142,0.6796,ramp_up
0.450,0.2312,3.2375,1.80,0.13,0.2330,3.2622,2.0909,47.85,3.8514,0.026794,9.6460,0.6890,ramp_up
0.463,0.2395,3.3531,1.81,0.13,0.2340,3.2761,3.4856,47.85,3.8678,0.027161,9.7778,0.6984,ramp_up
0.475,0.2478,3.4688,1.81,0.13,0.2340,3.2761,3.4856,47.85,3.8678,0.027161,9.7778,0.6984,ramp_up
0.488,0.2478,3.4688,0.89,0.06,0.2279,3.1904,3.4856,47.83,3.7666,0.027588,9.9316,0.7094,ramp_up
0.500,0.2560,3.5844,1.56,0.11,0.2444,3.4221,3.4856,47.83,4.0401,0.028015,10.0854,0.7204,ramp_up
0.513,0.2643,3.7000,1.09,0.08,0.2560,3.5846,3.4856,47.83,4.2319,0.028503,10.2612,0.7329,ramp_up
0.526,0.2725,3.8156,0.85,0.06,0.2568,3.5957,3.4856,47.83,4.3953,0.028931,10.4150,0.7439,ramp_up
0.538,0.2725,3.8156,0.85,0.06,0.2568,3.5957,3.4856,47.83,4.3953,0.028931,10.4150,0.7439,ramp_up
0.550,0.2808,3.9312,1.79,0.13,0.2755,3.8571,3.4856,47.85,4.5537,0.029541,10.6348,0.7596,ramp_up
0.564,0.2891,4.0469,1.19,0.09,0.2808,3.9308,4.4211,47.85,4.6407,0.029846,10.7446,0.7675,ramp_up
0.575,0.2973,4.1625,1.21,0.09,0.2912,4.0764,4.4211,47.85,4.8126,0.030334,10.9204,0.7800,ramp_up
0.588,0.2973,4.1625,1.21,0.09,0.2912,4.0764,4.4211,47.85,4.8126,0.030334,10.9204,0.7800,ramp_up
0.600,0.3056,4.2781,1.02,0.07,0.2962,4.1474,4.4211,47.85,4.8964,0.030701,11.0522,0.7894,ramp_up
0.613,0.3138,4.3937,0.89,0.06,0.3092,4.3282,4.4211,47.85,5.1098,0.031067,11.1841,0.7989,ramp_up
0.625,0.3221,4.5094,1.02,0.07,0.3122,4.3703,4.4211,47.83,5.1345,0.031433,11.3159,0.8083,ramp_up
0.638,0.3304,4.6250,1.02,0.07,0.3122,4.3703,4.4211,47.83,5.1345,0.031433,11.3159,0.8083,ramp_up
0.651,0.3304,4.6250,1.04,0.07,0.3201,4.4813,4.9463,47.83,5.2906,0.031738,11.4258,0.8161,ramp_up
0.663,0.3386,4.7406,0.73,0.05,0.3233,4.5263,4.9463,47.85,5.3438,0.032043,11.5356,0.8240,ramp_up
0.675,0.3469,4.8563,0.68,0.05,0.3399,4.7581,4.9463,47.85,5.6174,0.032349,11.6455,0.8318,ramp_up
0.688,0.3551,4.9719,0.68,0.05,0.3399,4.7581,4.9463,47.85,5.6174,0.032349,11.6455,0.8318,ramp_up
0.700,0.3551,4.9719,-0.03,-0.00,0.3399,4.7580,4.9463,47.83,5.6174,0.032532,11.7114,0.8365,ramp_up
0.713,0.3634,5.0875,-0.04,-0.00,0.3586,5.0198,4.9463,47.85,5.9264,0.032837,11.8213,0.8444,ramp_up
0.725,0.3717,5.2031,0.55,0.04,0.3701,5.1814,4.9463,47.83,6.1172,0.033142,11.9312,0.8522,ramp_up
0.738,0.3799,5.3187,0.55,0.04,0.3701,5.1814,4.9463,47.83,6.1172,0.033142,11.9312,0.8522,ramp_up
0.751,0.3799,5.3187,0.97,0.07,0.3771,5.2797,5.4573,47.83,6.2332,0.033569,12.0850,0.8632,ramp_up
0.763,0.3882,5.4344,0.59,0.04,0.3756,5.2582,5.4573,47.85,6.2079,0.033813,12.1729,0.8695,ramp_up
0.775,0.3964,5.5500,0.97,0.07,0.3861,5.4056,5.4573,47.85,6.3818,0.034241,12.3267,0.8805,ramp_up
0.788,0.4047,5.6656,1.87,0.13,0.3975,5.5646,5.4573,47.85,6.5695,0.034668,12.4805,0.8915,ramp_up
0.800,0.4047,5.6656,1.87,0.13,0.3975,5.5646,5.4573,47.85,6.5695,0.034668,12.4805,0.8915,ramp_up
0.813,0.4129,5.7812,1.11,0.08,0.4012,5.6175,5.4573,47.81,6.6320,0.034973,12.5903,0.8993,ramp_up
0.825,0.4212,5.8969,2.66,0.19,0.4125,5.7745,5.4573,47.85,6.8173,0.035706,12.8540,0.9181,ramp_up
0.839,0.4295,6.0125,1.17,0.08,0.4272,5.9808,5.8862,47.85,7.0610,0.036072,12.9858,0.9276,ramp_up
0.850,0.4295,6.0125,1.17,0.08,0.4272,5.9808,5.8862,47.85,7.0610,0.036072,12.9858,0.9276,ramp_up
0.863,0.4377,6.1281,1.08,0.08,0.4317,6.0433,5.8862,47.83,7.1347,0.036499,13.1396,0.9385,ramp_up
0.875,0.4460,6.2438,2.36,0.17,0.4391,6.1474,5.8862,47.81,7.2577,0.036987,13.3154,0.9511,ramp_up
0.888,0.4542,6.3594,0.51,0.04,0.4418,6.1853,5.8862,47.81,7.3024,0.037415,13.4692,0.9621,ramp_up
0.900,0.4625,6.4750,0.51,0.04,0.4418,6.1853,5.8862,47.81,7.3024,0.037415,13.4692,0.9621,ramp_up
0.913,0.4625,6.4750,0.86,0.06,0.4483,6.2764,5.8862,47.83,7.4099,0.037659,13.5571,0.9684,ramp_up
0.926,0.4708,6.5906,0.80,0.06,0.4671,6.5390,6.2701,47.83,7.7200,0.038025,13.6890,0.9778,ramp_up
0.938,0.4790,6.7062,0.28,0.02,0.4782,6.6943,6.2701,47.81,7.9034,0.038391,13.8208,0.9872,ramp_up
0.952,0.4873,6.8219,0.28,0.02,0.4782,6.6943,6.2701,47.81,7.9034,0.038391,13.8208,0.9872,ramp_up
0.963,0.4873,6.8219,0.87,0.06,0.4876,6.8265,6.2701,47.85,8.0594,0.038879,13.9966,0.9998,ramp_up
0.975,0.4955,6.9375,1.30,0.09,0.4855,6.7969,6.2701,47.85,8.0244,0.039246,14.1284,1.0092,ramp_up
0.988,0.5038,7.0531,2.92,0.21,0.4978,6.9693,6.2701,47.85,8.2279,0.040100,14.4360,1.0311,ramp_up
1.000,0.5121,7.1688,2.92,0.21,0.4978,6.9693,6.2701,47.85,8.2279,0.040100,14.4360,1.0311,ramp_up
1.013,0.5121,7.1688,7.91,0.57,0.5086,7.1200,6.2701,47.83,8.4058,0.041687,15.0073,1.0720,ramp_up
1.027,0.5203,7.2844,28.04,2.00,0.4938,6.9125,6.7369,47.81,8.1609,0.047302,17.0288,1.2163,ramp_up
1.038,0.5286,7.4000,60.08,4.29,0.5392,7.5489,6.7369,47.77,8.9123,0.060791,21.8848,1.5632,ramp_up
1.051,0.5368,7.5156,-23.34,-1.67,0.5154,7.2158,6.7369,47.79,8.5190,0.061035,21.9727,1.5695,ramp_up
1.063,0.5368,7.5156,-23.34,-1.67,0.5154,7.2158,6.7369,47.79,8.5190,0.061035,21.9727,1.5695,ramp_up
1.075,0.5451,7.6312,3.53,0.25,0.5404,7.5657,6.7369,47.79,8.9321,0.063782,22.9614,1.6401,ramp_up
1.088,0.5533,7.7469,8.40,0.60,0.5600,7.8405,6.7369,47.77,9.2565,0.063538,22.8735,1.6338,ramp_up
1.101,0.5616,7.8625,2.31,0.17,0.5573,7.8023,6.7369,47.79,9.2114,0.063293,22.7856,1.6275,ramp_up
1.114,0.5616,7.8625,2.31,0.17,0.5573,7.8023,7.3681,47.79,9.2114,0.063293,22.7856,1.6275,ramp_up
1.125,0.5699,7.9781,0.35,0.02,0.5629,7.8804,7.3681,47.79,9.3036,0.063416,22.8296,1.6307,ramp_up
1.138,0.5781,8.0938,-0.21,-0.01,0.5629,7.8800,7.3681,47.77,9.3032,0.063538,22.8735,1.6338,ramp_up
1.151,0.5864,8.2094,-1.06,-0.08,0.5741,8.0379,7.3681,47.79,9.4895,0.063721,22.9395,1.6385,ramp_up
1.163,0.5864,8.2094,-1.06,-0.08,0.5741,8.0379,7.3681,47.79,9.4895,0.063721,22.9395,1.6385,ramp_up
1.175,0.5946,8.3250,-1.24,-0.09,0.5854,8.1962,7.3681,47.77,9.6764,0.063965,23.0273,1.6448,ramp_up
1.188,0.6029,8.4406,0.81,0.06,0.5999,8.3990,7.3681,47.79,9.9159,0.064392,23.1812,1.6558,ramp_up
1.201,0.6112,8.5563,0.11,0.01,0.6006,8.4080,9.4222,47.79,9.9264,0.064636,23.2690,1.6621,ramp_up
1.213,0.6194,8.6719,0.11,0.01,0.6006,8.4080,9.4222,47.79,9.9264,0.064636,23.2690,1.6621,ramp_up
1.225,0.6194,8.6719,0.32,0.02,0.6066,8.4926,9.4222,47.79,10.0264,0.065002,23.4009,1.6715,ramp_up
1.238,0.6277,8.7875,0.14,0.01,0.6248,8.7468,9.4222,47.77,10.3265,0.065247,23.4888,1.6778,ramp_up
1.250,0.6359,8.9031,0.32,0.02,0.6349,8.8880,9.4222,47.79,10.4932,0.065552,23.5986,1.6856,ramp_up
1.263,0.6442,9.0188,0.32,0.02,0.6349,8.8880,9.4222,47.79,10.4932,0.065552,23.5986,1.6856,ramp_up
1.275,0.6442,9.0188,0.23,0.02,0.6345,8.8823,9.4222,47.77,10.4865,0.065735,23.6646,1.6903,ramp_up
1.288,0.6525,9.1344,-0.38,-0.03,0.6560,9.1838,9.4222,47.76,10.8424,0.065979,23.7524,1.6966,ramp_up
1.301,0.6607,9.2500,0.43,0.03,0.6526,9.1366,11.4045,47.77,10.7867,0.066223,23.8403,1.7029,ramp_up
1.313,0.6690,9.3656,0.42,0.03,0.6573,9.2016,11.4045,47.77,10.8634,0.066467,23.9282,1.7092,ramp_up
1.325,0.6690,9.3656,0.42,0.03,0.6573,9.2016,11.4045,47.77,10.8634,0.066467,23.9282,1.7092,ramp_up
1.338,0.6772,9.4812,-0.23,-0.02,0.6773,9.4824,11.4045,47.76,11.1949,0.066650,23.9941,1.7139,ramp_up
1.350,0.6855,9.5969,-0.48,-0.03,0.6747,9.4463,11.4045,47.76,11.1523,0.066833,24.0601,1.7186,ramp_up
1.363,0.6937,9.7125,-0.55,-0.04,0.6914,9.6793,11.4045,47.77,11.4274,0.067078,24.1479,1.7249,ramp_up
1.376,0.7020,9.8281,-0.55,-0.04,0.6914,9.6793,11.4045,47.77,11.4274,0.067078,24.1479,1.7249,ramp_up
1.389,0.7020,9.8281,-1.59,-0.11,0.6969,9.7562,11.9695,47.77,11.5181,0.067200,24.1919,1.7280,ramp_up
1.400,0.7103,9.9437,-0.06,-0.00,0.7032,9.8448,11.9695,47.76,11.6227,0.067505,24.3018,1.7358,ramp_up
1.413,0.7185,10.0594,-0.10,-0.01,0.7077,9.9074,11.9695,47.77,11.6966,0.067688,24.3677,1.7405,ramp_up
1.426,0.7268,10.1750,-0.10,-0.01,0.7077,9.9074,11.9695,47.77,11.6966,0.067688,24.3677,1.7405,ramp_up
1.438,0.7268,10.1750,0.37,0.03,0.7076,9.9068,11.9695,47.76,11.6960,0.067871,24.4336,1.7453,ramp_up
1.450,0.7350,10.2906,-1.03,-0.07,0.7181,10.0533,11.9695,47.77,11.8689,0.067932,24.4556,1.7468,ramp_up
1.463,0.7433,10.4062,-0.57,-0.04,0.7408,10.3715,11.9695,47.77,12.2446,0.068176,24.5435,1.7531,ramp_up
1.476,0.7516,10.5219,-0.57,-0.04,0.7408,10.3715,11.9695,47.77,12.2446,0.068176,24.5435,1.7531,ramp_up
1.489,0.7516,10.5219,0.55,0.04,0.7494,10.4921,12.3874,47.76,12.3870,0.068420,24.6313,1.7594,ramp_up
1.500,0.7598,10.6375,-0.20,-0.01,0.7477,10.4685,12.3874,47.77,12.3591,0.068481,24.6533,1.7610,ramp_up
1.513,0.7681,10.7531,-0.54,-0.04,0.7621,10.6690,12.3874,47.77,12.5958,0.068604,24.6973,1.7641,ramp_up
1.526,0.7763,10.8687,-0.01,-0.00,0.7686,10.7600,12.3874,47.77,12.7033,0.068787,24.7632,1.7688,ramp_up
1.538,0.7763,10.8687,-0.01,-0.00,0.7686,10.7600,12.3874,47.77,12.7033,0.068787,24.7632,1.7688,ramp_up
1.550,0.7846,10.9844,0.04,0.00,0.7737,10.8322,12.3874,47.74,12.7886,0.068970,24.8291,1.7735,ramp_up
1.563,0.7929,11.1000,0.45,0.03,0.7856,10.9988,12.3874,47.76,12.9852,0.069153,24.8950,1.7782,ramp_up
1.576,0.8011,11.2156,0.50,0.04,0.7880,11.0323,12.6968,47.77,13.0248,0.069336,24.9609,1.7829,ramp_up
1.588,0.8094,11.3313,0.50,0.04,0.7880,11.0323,12.6968,47.77,13.0248,0.069336,24.9609,1.7829,ramp_up
1.600,0.8094,11.3313,-0.28,-0.02,0.8041,11.2572,12.6968,47.77,13.2903,0.069458,25.0049,1.7861,ramp_up
1.613,0.8176,11.4469,0.60,0.04,0.8130,11.3817,12.6968,47.76,13.4372,0.069641,25.0708,1.7908,ramp_up
1.625,0.8259,11.5625,0.61,0.04,0.8271,11.5794,12.6968,47.77,13.6707,0.069824,25.1367,1.7955,ramp_up
1.638,0.8342,11.6781,0.61,0.04,0.8271,11.5794,12.6968,47.77,13.6707,0.069824,25.1367,1.7955,ramp_up
1.650,0.8342,11.6781,-0.31,-0.02,0.8214,11.4995,12.6968,47.76,13.5763,0.069946,25.1807,1.7986,ramp_up
1.663,0.8424,11.7937,0.08,0.01,0.8215,11.5009,12.9185,47.74,13.5780,0.070129,25.2466,1.8033,ramp_up
1.675,0.8507,11.9094,0.14,0.01,0.8426,11.7961,12.9185,47.76,13.9265,0.070251,25.2905,1.8065,ramp_up
1.689,0.8589,12.0250,0.14,0.01,0.8426,11.7961,12.9185,47.76,13.9265,0.070251,25.2905,1.8065,ramp_up
1.700,0.8589,12.0250,0.03,0.00,0.8490,11.8857,12.9185,47.76,14.0322,0.070496,25.3784,1.8127,ramp_up
1.713,0.8672,12.1406,-0.11,-0.01,0.8536,11.9508,12.9185,47.76,14.1091,0.070679,25.4443,1.8175,ramp_up
1.725,0.8754,12.2562,-0.08,-0.01,0.8744,12.2413,12.9185,47.76,14.4521,0.070984,25.5542,1.8253,ramp_up
1.738,0.8837,12.3719,-0.08,-0.01,0.8744,12.2413,12.9185,47.76,14.4521,0.070984,25.5542,1.8253,ramp_up
1.750,0.8837,12.3719,-0.33,-0.02,0.8758,12.2606,12.9185,47.76,14.4749,0.071167,25.6201,1.8300,ramp_up
1.764,0.8920,12.4875,-0.16,-0.01,0.8802,12.3222,13.1180,47.76,14.5476,0.071411,25.7080,1.8363,ramp_up
1.775,0.9002,12.6031,-0.65,-0.05,0.8911,12.4752,13.1180,47.76,14.7282,0.071655,25.7959,1.8426,ramp_up
1.788,0.9085,12.7188,-0.65,-0.05,0.8911,12.4752,13.1180,47.76,14.7282,0.071655,25.7959,1.8426,ramp_up
1.800,0.9085,12.7188,-0.23,-0.02,0.8947,12.5251,13.1180,47.74,14.7872,0.071960,25.9058,1.8504,ramp_up
1.813,0.9167,12.8344,-0.51,-0.04,0.9025,12.6356,13.1180,47.74,14.9176,0.072144,25.9717,1.8551,ramp_up
1.825,0.9250,12.9500,-0.31,-0.02,0.9144,12.8009,13.1180,47.77,15.1128,0.072571,26.1255,1.8661,ramp_up
1.838,0.9333,13.0656,1.63,0.12,0.9207,12.8893,13.1180,47.76,15.2172,0.073059,26.3013,1.8787,ramp_up
1.852,0.9415,13.1813,1.63,0.12,0.9207,12.8893,13.3431,47.76,15.2172,0.073059,26.3013,1.8787,ramp_up
1.863,0.9415,13.1813,0.93,0.07,0.9343,13.0806,13.3431,47.74,15.4429,0.073242,26.3672,1.8834,ramp_up
1.875,0.9498,13.2969,1.21,0.09,0.9362,13.1061,13.3431,47.77,15.4731,0.073792,26.5649,1.8975,ramp_up
1.888,0.9580,13.4125,0.84,0.06,0.9506,13.3083,13.3431,47.76,15.7118,0.074097,26.6748,1.9053,ramp_up
1.900,0.9663,13.5281,2.38,0.17,0.9525,13.3354,13.3431,47.74,15.7438,0.074768,26.9165,1.9226,ramp_up
1.913,0.9746,13.6438,2.38,0.17,0.9525,13.3354,13.3431,47.74,15.7438,0.074768,26.9165,1.9226,ramp_up
1.925,0.9746,13.6438,3.82,0.27,0.9621,13.4698,13.3431,47.74,15.9025,0.075623,27.2241,1.9446,ramp_up
1.938,0.9828,13.7594,7.25,0.52,0.9621,13.4695,13.3431,47.77,15.9022,0.077454,27.8833,1.9917,ramp_up
1.951,0.9911,13.8750,57.25,4.09,0.9287,13.0021,13.6401,47.74,15.3503,0.086487,31.1353,2.2239,ramp_up
1.963,0.9993,13.9906,-43.57,-3.11,0.9471,13.2593,13.6401,47.85,15.6539,0.105408,37.9468,2.7105,ramp_up
1.975,0.9993,13.9906,-43.57,-3.11,0.9471,13.2593,13.6401,47.85,15.6539,0.105408,37.9468,2.7105,ramp_up
1.988,1.0076,14.1062,102.08,7.29,1.0055,14.0769,13.6401,47.79,16.6192,0.111938,40.2979,2.8784,ramp_up
2.000,1.0158,14.2219,47.87,3.42,1.0490,14.6857,13.6401,47.74,17.3380,0.101318,36.4746,2.6053,ramp_up
2.013,1.0241,14.3375,-72.03,-5.15,0.9478,13.2686,13.6401,47.72,15.6650,0.095398,34.3433,2.4531,ramp_up
2.025,1.0324,14.4531,-72.03,-5.15,0.9478,13.2686,13.6401,47.72,15.6650,0.095398,34.3433,2.4531,ramp_up
2.039,1.0324,14.4531,-78.77,-5.63,0.9973,13.9621,14.2303,47.79,16.4836,0.101624,36.5845,2.6132,ramp_up
2.050,1.0406,14.5687,34.62,2.47,1.1063,15.4889,14.2303,47.85,18.2862,0.110962,39.9463,2.8533,ramp_up
2.063,1.0489,14.6844,82.88,5.92,1.1099,15.5384,14.2303,47.81,18.3446,0.109619,39.4629,2.8188,ramp_up
2.076,1.0571,14.8000,82.88,5.92,1.1099,15.5384,14.2303,47.81,18.3446,0.109619,39.4629,2.8188,ramp_up
2.088,1.0571,14.8000,18.74,1.34,1.0504,14.7051,14.2303,47.72,17.2992,0.101685,36.6064,2.6147,ramp_up
2.100,1.0654,14.9156,-64.90,-4.64,0.9647,13.5058,14.2303,47.76,15.9450,0.098450,35.4419,2.5316,ramp_up
2.113,1.0737,15.0312,-53.47,-3.82,1.0308,14.4309,14.2303,47.85,17.0371,0.103882,37.3975,2.6712,ramp_up
2.127,1.0819,15.1469,21.92,1.57,1.1250,15.7497,16.5691,47.85,18.5942,0.109680,39.4849,2.8203,ramp_up
2.138,1.0819,15.1469,21.92,1.57,1.1250,15.7497,16.5691,47.85,18.5942,0.109680,39.4849,2.8203,ramp_up
2.150,1.0902,15.2625,55.06,3.93,1.1366,15.9124,16.5691,47.79,18.7862,0.109253,39.3311,2.8094,ramp_up
2.163,1.0984,15.3781,34.84,2.49,1.1238,15.7329,16.5691,47.81,18.5743,0.105774,38.0786,2.7199,ramp_up
2.175,1.1067,15.4937,-6.41,-0.46,1.0943,15.3208,16.5691,47.79,18.0878,0.103088,37.1118,2.6508,ramp_up
2.188,1.1150,15.6094,-6.41,-0.46,1.0943,15.3208,16.5691,47.79,18.0878,0.103088,37.1118,2.6508,ramp_up
2.200,1.1150,15.6094,-26.39,-1.88,1.0766,15.0730,16.5691,47.76,17.7953,0.102966,37.0679,2.6477,ramp_up
2.213,1.1232,15.7250,-25.50,-1.82,1.0806,15.1289,16.5691,47.79,17.8612,0.104126,37.4854,2.6775,ramp_up
2.226,1.1315,15.8406,-12.39,-0.88,1.1139,15.5946,18.6516,47.81,18.4110,0.105591,38.0127,2.7152,ramp_up
2.238,1.1397,15.9563,-12.39,-0.88,1.1139,15.5946,18.6516,47.81,18.4110,0.105591,38.0127,2.7152,ramp_up
2.250,1.1397,15.9563,-1.53,-0.11,1.1305,15.8273,18.6516,47.85,18.6857,0.106140,38.2104,2.7293,ramp_up
2.263,1.1480,16.0719,0.50,0.04,1.1424,15.9934,18.6516,47.79,18.8818,0.106018,38.1665,2.7262,ramp_up
2.275,1.1562,16.1875,-3.41,-0.24,1.1449,16.0282,18.6516,47.77,18.9229,0.105713,38.0566,2.7183,ramp_up
2.288,1.1645,16.3031,-3.41,-0.24,1.1449,16.0282,18.6516,47.77,18.9229,0.105713,38.0566,2.7183,ramp_up
2.300,1.1645,16.3031,-2.65,-0.19,1.1469,16.0571,18.6516,47.79,18.9570,0.105774,38.0786,2.7199,ramp_up
2.314,1.1728,16.4187,-1.92,-0.14,1.1669,16.3363,19.0383,47.77,19.2867,0.105896,38.1226,2.7230,ramp_up
2.325,1.1810,16.5344,-2.38,-0.17,1.1643,16.2995,19.0383,47.79,19.2432,0.106262,38.2544,2.7325,ramp_up
2.339,1.1893,16.6500,-1.21,-0.09,1.1750,16.4501,19.0383,47.77,19.4210,0.106262,38.2544,2.7325,ramp_up
2.350,1.1893,16.6500,-1.21,-0.09,1.1750,16.4501,19.0383,47.77,19.4210,0.106262,38.2544,2.7325,ramp_up
2.363,1.1975,16.7656,0.17,0.01,1.1883,16.6369,19.0383,47.79,19.6415,0.106384,38.2983,2.7356,ramp_up
2.375,1.2058,16.8812,2.61,0.19,1.1926,16.6967,19.0383,47.81,19.7121,0.107239,38.6060,2.7576,ramp_up
2.388,1.2141,16.9969,0.83,0.06,1.2074,16.9031,19.0383,47.77,19.9558,0.107239,38.6060,2.7576,ramp_up
2.400,1.2141,16.9969,0.83,0.06,1.2074,16.9031,19.0383,47.77,19.9558,0.107239,38.6060,2.7576,ramp_up
2.414,1.2223,17.1125,-0.36,-0.03,1.2221,17.1095,19.2350,47.79,20.1996,0.107239,38.6060,2.7576,ramp_up
2.425,1.2306,17.2281,-2.07,-0.15,1.2117,16.9632,19.2350,47.77,20.0268,0.107300,38.6279,2.7591,ramp_up
2.438,1.2388,17.3438,-2.59,-0.19,1.2172,17.0401,19.2350,47.77,20.1176,0.107361,38.6499,2.7607,ramp_up
2.450,1.2471,17.4594,-2.59,-0.19,1.2172,17.0401,19.2350,47.77,20.1176,0.107361,38.6499,2.7607,ramp_up
2.463,1.2471,17.4594,-2.27,-0.16,1.2486,17.4806,19.2350,47.77,20.6376,0.107483,38.6938,2.7638,ramp_up
2.475,1.2554,17.5750,-2.84,-0.20,1.2353,17.2943,19.2350,47.77,20.4177,0.107605,38.7378,2.7670,ramp_up
2.488,1.2636,17.6906,-3.59,-0.26,1.2571,17.5998,19.2350,47.79,20.7783,0.107727,38.7817,2.7701,ramp_up
2.504,1.2719,17.8063,-3.59,-0.26,1.2571,17.5998,19.4428,47.79,20.7783,0.107727,38.7817,2.7701,ramp_up
2.513,1.2719,17.8063,-3.99,-0.29,1.2695,17.7725,19.4428,47.77,20.9823,0.107849,38.8257,2.7733,ramp_up
2.525,1.2801,17.9219,-4.89,-0.35,1.2662,17.7274,19.4428,47.77,20.9290,0.107971,38.8696,2.7764,ramp_up
2.538,1.2884,18.0375,-4.48,-0.32,1.2744,17.8420,19.4428,47.77,21.0643,0.108215,38.9575,2.7827,ramp_up
