time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,phase
3.300,1.6600,23.2406,0.62,0.04,1.6434,23.0074,20.9751,47.72,26.6788,ramp_up
3.313,1.6683,23.3562,0.67,0.05,1.6613,23.2585,20.9751,47.74,27.1399,ramp_up
3.325,1.6766,23.4719,0.88,0.06,1.6640,23.2959,20.9751,47.74,27.0134,ramp_up
3.339,1.6848,23.5875,2.95,0.21,1.6852,23.5928,21.2261,47.74,27.3576,ramp_up
3.350,1.6848,23.5875,2.95,0.21,1.6852,23.5928,21.2261,47.74,27.3576,ramp_up
3.363,1.6931,23.7031,4.99,0.36,1.6733,23.4268,21.2261,47.72,27.1652,ramp_up
3.375,1.7013,23.8188,69.32,4.95,1.6401,22.9608,21.2261,47.56,26.6248,ramp_up
3.388,1.7096,23.9344,74.05,5.29,1.6878,23.6295,21.2261,47.49,27.4003,ramp_up
3.400,1.7096,23.9344,74.05,5.29,1.6878,23.6295,21.2261,47.49,27.4003,ramp_up
3.413,1.7179,24.0500,-10.70,-0.76,1.6938,23.7132,21.2261,47.51,27.4973,ramp_up
3.425,1.7261,24.1656,-0.92,-0.07,1.7203,24.0844,21.2261,47.49,27.9277,ramp_up
3.439,1.7344,24.2812,0.64,0.05,1.7274,24.1830,21.7060,47.52,28.0420,ramp_up
3.450,1.7426,24.3969,0.64,0.05,1.7274,24.1830,21.7060,47.52,28.0420,ramp_up
3.463,1.7426,24.3969,0.88,0.06,1.7313,24.2381,21.7060,47.52,28.1060,ramp_up
3.475,1.7509,24.5125,-0.03,-0.00,1.7462,24.4473,21.7060,47.51,28.3485,ramp_up
3.488,1.7592,24.6281,0.02,0.00,1.7446,24.4249,21.7060,47.51,28.3226,ramp_up
3.501,1.7674,24.7437,0.02,0.00,1.7446,24.4249,21.7060,47.51,28.3226,ramp_up
3.513,1.7674,24.7437,0.23,0.02,1.7621,24.6690,21.7060,47.56,28.6056,ramp_up
3.526,1.7757,24.8594,1.00,0.07,1.7637,24.6923,24.7139,47.52,28.6327,ramp_up
3.538,1.7839,24.9750,-0.04,-0.00,1.7777,24.8871,24.7139,47.51,28.8543,ramp_up
3.550,1.7922,25.0906,-0.04,-0.00,1.7777,24.8871,24.7139,47.51,28.8543,ramp_up
3.563,1.7922,25.0906,-0.34,-0.02,1.7859,25.0029,24.7139,47.51,28.9927,ramp_up
3.575,1.8004,25.2063,-0.32,-0.02,1.7921,25.0899,24.7139,47.51,29.0937,ramp_up
3.588,1.8087,25.3219,0.21,0.02,1.8014,25.2194,24.7139,47.51,29.2438,ramp_up
3.601,1.8170,25.4375,-0.23,-0.02,1.8101,25.3418,24.7139,47.51,29.3858,ramp_up
3.613,1.8170,25.4375,-0.23,-0.02,1.8101,25.3418,24.7139,47.51,29.3858,ramp_up
3.626,1.8252,25.5531,0.56,0.04,1.8104,25.3449,30.1886,47.51,29.3894,ramp_up
3.638,1.8335,25.6687,0.79,0.06,1.8198,25.4772,30.1886,47.51,29.5427,ramp_up
3.650,1.8417,25.7844,0.45,0.03,1.8302,25.6227,30.1886,47.51,29.7115,ramp_up
3.663,1.8417,25.7844,0.45,0.03,1.8302,25.6227,30.1886,47.51,29.7115,ramp_up
3.675,1.8500,25.9000,-0.31,-0.02,1.8468,25.8552,30.1886,47.49,29.9811,ramp_up
3.688,1.8583,26.0156,-0.10,-0.01,1.8400,25.7596,30.1886,47.49,29.8703,ramp_up
3.700,1.8665,26.1313,0.44,0.03,1.8584,26.0182,30.1886,47.49,30.1701,ramp_up
3.716,1.8748,26.2469,0.44,0.03,1.8584,26.0182,31.2675,47.49,30.1701,ramp_up
3.725,1.8748,26.2469,0.26,0.02,1.8647,26.1064,31.2675,47.49,30.2724,ramp_up
3.738,1.8830,26.3625,0.31,0.02,1.8746,26.2449,31.2675,47.49,30.4330,ramp_up
3.750,1.8913,26.4781,0.67,0.05,1.8801,26.3220,31.2675,47.49,30.5224,ramp_up
3.763,1.8996,26.5938,0.67,0.05,1.8801,26.3220,31.2675,47.49,30.5224,ramp_up
3.775,1.8996,26.5938,0.94,0.07,1.8945,26.5236,31.2675,47.49,30.7562,ramp_up
3.788,1.9078,26.7094,0.35,0.03,1.9021,26.6294,31.2675,47.49,30.8788,ramp_up
3.801,1.9161,26.8250,0.41,0.03,1.9173,26.8417,31.2589,47.49,31.1250,ramp_up
3.813,1.9243,26.9406,0.90,0.06,1.9210,26.8945,31.2589,47.47,31.1862,ramp_up
3.825,1.9243,26.9406,0.90,0.06,1.9210,26.8945,31.2589,47.47,31.1862,ramp_up
3.838,1.9326,27.0562,-0.23,-0.02,1.9221,26.9099,31.2589,47.49,31.2041,ramp_up
3.850,1.9408,27.1719,0.34,0.02,1.9386,27.1402,31.2589,47.49,31.4712,ramp_up
3.863,1.9491,27.2875,0.89,0.06,1.9419,27.1859,31.2589,47.49,31.5242,ramp_up
3.875,1.9491,27.2875,0.89,0.06,1.9419,27.1859,31.2589,47.49,31.5242,ramp_up
3.888,1.9574,27.4031,0.84,0.06,1.9615,27.4611,31.2589,47.45,31.8432,ramp_up
3.901,1.9656,27.5188,-0.12,-0.01,1.9611,27.4547,31.2987,47.47,31.8358,ramp_up
3.913,1.9739,27.6344,0.02,0.00,1.9623,27.4727,31.2987,47.47,31.8568,ramp_up
3.925,1.9821,27.7500,0.02,0.00,1.9623,27.4727,31.2987,47.47,31.8568,ramp_up
3.938,1.9821,27.7500,0.43,0.03,1.9694,27.5713,31.2987,47.45,31.9710,ramp_up
3.950,1.9904,27.8656,0.19,0.01,1.9773,27.6818,31.2987,47.47,32.0992,ramp_up
3.963,1.9987,27.9812,-0.21,-0.02,1.9971,27.9588,31.2987,47.45,32.4204,ramp_up
3.975,2.0069,28.0969,-0.21,-0.02,1.9971,27.9588,31.2987,47.45,32.4204,ramp_up
3.989,2.0069,28.0969,1.25,0.09,1.9971,27.9593,31.3656,47.47,32.4209,ramp_up
4.000,2.0152,28.2125,0.10,0.01,2.0068,28.0948,31.3656,47.43,32.5781,ramp_up
4.013,2.0234,28.3281,0.15,0.01,2.0199,28.2791,31.3656,47.45,32.7918,ramp_up
4.025,2.0317,28.4438,0.62,0.04,2.0269,28.3768,31.3656,47.45,32.9051,ramp_up
4.039,2.0400,28.5594,0.62,0.04,2.0269,28.3768,31.3656,47.45,32.9051,ramp_up
4.050,2.0400,28.5594,0.39,0.03,2.0348,28.4874,31.3656,47.47,33.0334,ramp_up
4.063,2.0482,28.6750,0.06,0.00,2.0380,28.5324,31.3656,47.47,33.0855,ramp_up
4.075,2.0565,28.7906,0.39,0.03,2.0478,28.6688,31.3656,47.45,33.2437,ramp_up
4.088,2.0647,28.9062,0.77,0.06,2.0516,28.7230,31.4497,47.47,33.3128,ramp_up
4.100,2.0730,29.0219,0.77,0.06,2.0516,28.7230,31.4497,47.47,33.3128,ramp_up
4.113,2.0730,29.0219,0.72,0.05,2.0664,28.9299,31.4497,47.45,33.5464,ramp_up
4.125,2.0812,29.1375,0.47,0.03,2.0682,28.9541,31.4497,47.43,33.5746,ramp_up
4.138,2.0895,29.2531,-0.20,-0.01,2.0734,29.0281,31.4497,47.45,33.6603,ramp_up
4.150,2.0978,29.3687,-0.20,-0.01,2.0734,29.0281,31.4497,47.45,33.6603,ramp_up
4.163,2.0978,29.3687,0.32,0.02,2.0955,29.3363,31.4497,47.45,34.0177,ramp_up
4.177,2.1060,29.4844,0.30,0.02,2.1013,29.4186,31.5356,47.43,34.1132,ramp_up
4.188,2.1143,29.6000,0.16,0.01,2.1069,29.4961,31.5356,47.45,34.2045,ramp_up
4.200,2.1225,29.7156,0.16,0.01,2.1069,29.4961,31.5356,47.45,34.2045,ramp_up
4.213,2.1225,29.7156,-0.07,-0.00,2.1037,29.4517,31.5356,47.43,34.1515,ramp_up
4.225,2.1308,29.8312,0.46,0.03,2.1237,29.7316,31.5356,47.43,34.4760,ramp_up
4.238,2.1391,29.9469,-0.50,-0.04,2.1262,29.7666,31.5356,47.43,34.5167,ramp_up
4.251,2.1473,30.0625,0.15,0.01,2.1348,29.8871,31.5356,47.45,34.6563,ramp_up
4.265,2.1473,30.0625,0.15,0.01,2.1348,29.8871,31.6216,47.45,34.6563,ramp_up
4.275,2.1556,30.1781,0.18,0.01,2.1461,30.0453,31.6216,47.45,34.8398,ramp_up
4.288,2.1638,30.2937,-0.53,-0.04,2.1547,30.1656,31.6216,47.43,34.9793,ramp_up
4.300,2.1721,30.4094,0.19,0.01,2.1576,30.2064,31.6216,47.42,35.0266,ramp_up
4.314,2.1804,30.5250,0.19,0.01,2.1576,30.2064,31.6216,47.42,35.0266,ramp_up
4.325,2.1804,30.5250,0.19,0.01,2.1634,30.2873,31.6216,47.42,35.1205,ramp_up
4.338,2.1886,30.6406,-0.18,-0.01,2.1779,30.4900,31.6216,47.42,35.3555,ramp_up
4.350,2.1969,30.7562,-0.33,-0.02,2.1866,30.6123,31.6216,47.43,35.4973,ramp_up
4.364,2.2051,30.8719,-0.33,-0.02,2.1866,30.6123,31.7025,47.43,35.4973,ramp_up
4.375,2.2051,30.8719,0.46,0.03,2.2016,30.8225,31.7025,47.43,35.7411,ramp_up
4.388,2.2134,30.9875,0.08,0.01,2.2102,30.9423,31.7025,47.42,35.8800,ramp_up
4.400,2.2217,31.1031,-0.22,-0.02,2.2052,30.8729,31.7025,47.42,35.7995,ramp_up
4.413,2.2299,31.2188,-0.22,-0.02,2.2052,30.8729,31.7025,47.42,35.7995,ramp_up
4.425,2.2299,31.2188,0.08,0.01,2.2166,31.0322,31.7025,47.42,35.9842,ramp_up
4.438,2.2382,31.3344,-0.35,-0.02,2.2312,31.2374,31.7025,47.43,36.2221,ramp_up
4.452,2.2464,31.4500,-0.03,-0.00,2.2263,31.1680,31.7797,47.42,36.1417,ramp_up
4.464,2.2547,31.5656,0.28,0.02,2.2383,31.3356,31.7797,47.38,36.3361,ramp_up
4.475,2.2547,31.5656,0.28,0.02,2.2383,31.3356,31.7797,47.38,36.3361,ramp_up
4.488,2.2629,31.6812,1.24,0.09,2.2520,31.5276,31.7797,47.40,36.5587,ramp_up
4.500,2.2712,31.7969,0.59,0.04,2.2684,31.7577,31.7797,47.40,36.8255,ramp_up
4.513,2.2795,31.9125,0.38,0.03,2.2704,31.7860,31.7797,47.42,36.8584,ramp_up
4.525,2.2795,31.9125,0.38,0.03,2.2704,31.7860,31.7797,47.42,36.8584,ramp_up
4.539,2.2877,32.0281,0.34,0.02,2.2797,31.9165,31.8503,47.42,37.0096,ramp_up
4.550,2.2960,32.1438,0.16,0.01,2.2839,31.9746,31.8503,47.42,37.0770,ramp_up
4.563,2.3042,32.2594,0.03,0.00,2.2983,32.1767,31.8503,47.40,37.3114,ramp_up
4.575,2.3042,32.2594,0.03,0.00,2.2983,32.1767,31.8503,47.40,37.3114,ramp_up
4.588,2.3125,32.3750,0.60,0.04,2.2997,32.1956,31.8503,47.42,37.3333,ramp_up
4.600,2.3208,32.4906,-0.26,-0.02,2.3080,32.3119,31.8503,47.42,37.4681,ramp_up
4.613,2.3290,32.6062,0.06,0.00,2.3231,32.5230,31.8503,47.40,37.7130,ramp_up
4.625,2.3290,32.6062,0.06,0.00,2.3231,32.5230,31.8503,47.40,37.7130,ramp_up
4.639,2.3373,32.7219,0.41,0.03,2.3477,32.8678,31.9224,47.40,38.1127,ramp_up
4.650,2.3455,32.8375,0.67,0.05,2.3287,32.6011,31.9224,47.43,37.8035,ramp_up
4.663,2.3538,32.9531,-0.28,-0.02,2.3515,32.9206,31.9224,47.42,38.1740,ramp_up
4.675,2.3538,32.9531,-0.28,-0.02,2.3515,32.9206,31.9224,47.42,38.1740,ramp_up
4.688,2.3621,33.0688,-0.02,-0.00,2.3536,32.9497,31.9224,47.42,38.2077,ramp_up
4.700,2.3703,33.1844,0.25,0.02,2.3661,33.1257,31.9224,47.42,38.4118,ramp_up
4.713,2.3786,33.3000,-0.17,-0.01,2.3792,33.3083,31.9224,47.40,38.6235,ramp_up
4.730,2.3868,33.4156,-0.17,-0.01,2.3792,33.3083,32.0085,47.40,38.6235,ramp_up
4.738,2.3868,33.4156,0.43,0.03,2.3803,33.3237,32.0085,47.42,38.6414,ramp_up
4.750,2.3951,33.5312,0.21,0.01,2.3810,33.3345,32.0085,47.42,38.6540,ramp_up
4.763,2.4033,33.6469,0.28,0.02,2.3928,33.4991,32.0085,47.42,38.8448,ramp_up
4.777,2.4116,33.7625,0.28,0.02,2.3928,33.4991,32.0085,47.42,38.8448,ramp_up
4.788,2.4116,33.7625,-0.20,-0.01,2.4071,33.6993,32.0085,47.42,39.0770,ramp_up
4.800,2.4199,33.8781,-0.66,-0.05,2.4175,33.8456,32.0085,47.42,39.2465,ramp_up
4.813,2.4281,33.9937,0.85,0.06,2.4182,33.8541,32.0085,47.43,39.2564,ramp_up
4.828,2.4364,34.1094,0.85,0.06,2.4182,33.8541,32.0891,47.43,39.2564,ramp_up
4.838,2.4364,34.1094,0.13,0.01,2.4358,34.1015,32.0891,47.40,39.5433,ramp_up
4.850,2.4446,34.2250,-0.25,-0.02,2.4285,33.9989,32.0891,47.42,39.4244,ramp_up
4.863,2.4529,34.3406,-0.52,-0.04,2.4442,34.2189,32.0891,47.42,39.6794,ramp_up
4.876,2.4612,34.4562,-0.52,-0.04,2.4442,34.2189,32.0891,47.42,39.6794,ramp_up
4.888,2.4612,34.4562,-0.18,-0.01,2.4542,34.3590,32.0891,47.42,39.8419,ramp_up
4.900,2.4694,34.5719,-0.13,-0.01,2.4590,34.4254,32.0891,47.42,39.9189,ramp_up
4.914,2.4777,34.6875,0.48,0.03,2.4639,34.4940,32.1859,47.42,39.9984,ramp_up
4.927,2.4859,34.8031,0.53,0.04,2.4746,34.6444,32.1859,47.42,40.1728,ramp_up
4.938,2.4859,34.8031,0.53,0.04,2.4746,34.6444,32.1859,47.42,40.1728,ramp_up
4.950,2.4942,34.9188,-0.30,-0.02,2.4843,34.7807,32.1859,47.43,40.3309,ramp_up
4.963,2.5025,35.0344,-0.00,-0.00,2.5020,35.0284,32.1859,47.40,40.6182,ramp_up
4.975,2.5107,35.1500,-0.00,-0.00,2.5020,35.0284,32.1859,47.40,40.6182,ramp_up
4.988,2.5107,35.1500,-0.20,-0.01,2.5032,35.0446,32.1859,47.43,40.6369,ramp_up
5.001,2.5190,35.2656,0.14,0.01,2.5156,35.2184,32.2671,47.42,40.8385,ramp_up
5.013,2.5272,35.3812,0.00,0.00,2.5228,35.3186,32.2671,47.43,40.9546,ramp_up
5.026,2.5355,35.4969,-0.10,-0.01,2.5206,35.2882,32.2671,47.42,40.9193,ramp_up
5.038,2.5355,35.4969,-0.10,-0.01,2.5206,35.2882,32.2671,47.42,40.9193,ramp_up
5.050,2.5438,35.6125,0.20,0.01,2.5316,35.4423,32.2671,47.42,41.0981,ramp_up
5.063,2.5520,35.7281,-0.08,-0.01,2.5472,35.6605,32.2671,47.42,41.3511,ramp_up
5.076,2.5603,35.8438,0.25,0.02,2.5416,35.5820,32.2671,47.43,41.2600,ramp_up
5.088,2.5603,35.8438,0.25,0.02,2.5416,35.5820,32.2671,47.43,41.2600,ramp_up
5.101,2.5685,35.9594,-0.25,-0.02,2.5515,35.7207,32.3356,47.43,41.4209,ramp_up
5.113,2.5768,36.0750,0.73,0.05,2.5672,35.9411,32.3356,47.43,41.6764,ramp_up
5.125,2.5850,36.1906,0.55,0.04,2.5729,36.0206,32.3356,47.43,41.7686,ramp_up
5.138,2.5933,36.3062,0.55,0.04,2.5729,36.0206,32.3356,47.43,41.7686,ramp_up
5.150,2.5933,36.3062,1.55,0.11,2.5843,36.1803,32.3356,47.45,41.9538,ramp_up
5.163,2.6016,36.4219,-0.17,-0.01,2.5924,36.2936,32.3356,47.43,42.0852,ramp_up
5.175,2.6098,36.5375,-0.37,-0.03,2.5984,36.3780,32.3356,47.43,42.1831,ramp_up
5.190,2.6181,36.6531,-0.37,-0.03,2.5984,36.3780,32.4168,47.43,42.1831,ramp_up
5.200,2.6181,36.6531,0.17,0.01,2.6071,36.4996,32.4168,47.43,42.3241,ramp_up
5.213,2.6263,36.7687,0.40,0.03,2.6173,36.6418,32.4168,47.45,42.4890,ramp_up
5.225,2.6346,36.8844,1.06,0.08,2.6274,36.7839,32.4168,47.45,42.6537,ramp_up
5.239,2.6429,37.0000,0.83,0.06,2.6278,36.7896,32.4168,47.43,42.6603,ramp_up
5.250,2.6429,37.0000,0.83,0.06,2.6278,36.7896,32.4168,47.43,42.6603,ramp_up
5.263,2.6429,37.0000,1.59,0.11,2.6485,37.0789,32.4168,47.47,42.9958,hold
5.276,2.6429,37.0000,1.01,0.07,2.6436,37.0100,32.5317,47.47,42.8831,hold
5.288,2.6429,37.0000,0.67,0.05,2.6446,37.0249,32.5317,47.47,42.9332,hold
5.301,2.6429,37.0000,0.67,0.05,2.6446,37.0249,32.5317,47.47,42.9332,hold
5.313,2.6429,37.0000,1.23,0.09,2.6435,37.0095,32.5317,47.49,42.9154,hold
5.325,2.6429,37.0000,1.47,0.11,2.6400,36.9604,32.5317,47.51,42.8584,hold
5.338,2.6429,37.0000,1.22,0.09,2.6567,37.1941,32.5317,47.51,43.1294,hold
5.351,2.6429,37.0000,3.39,0.24,2.6398,36.9575,32.5317,47.52,42.8550,hold
5.363,2.6429,37.0000,3.39,0.24,2.6398,36.9575,32.5317,47.52,42.8550,hold
5.376,2.6429,37.0000,15.95,1.14,2.6308,36.8318,32.7402,47.52,42.7093,hold
5.388,2.6429,37.0000,226.31,16.16,2.5439,35.6147,32.7402,47.09,41.2980,hold
5.400,2.6429,37.0000,-44.46,-3.18,2.6140,36.5958,32.7402,47.13,42.4356,hold
5.413,2.6429,37.0000,-44.46,-3.18,2.6140,36.5958,32.7402,47.13,42.4356,hold
5.425,2.6429,37.0000,-4.22,-0.30,2.6415,36.9816,32.7402,47.16,42.8831,hold
5.438,2.6429,37.0000,0.57,0.04,2.6423,36.9923,32.7402,47.20,42.8955,hold
5.450,2.6429,37.0000,0.25,0.02,2.6426,36.9968,32.7402,47.16,42.9006,hold
5.466,2.6429,37.0000,-0.93,-0.07,2.6462,37.0467,33.3985,47.20,42.9585,hold
5.475,2.6429,37.0000,-0.93,-0.07,2.6462,37.0467,33.3985,47.20,42.9585,hold
5.488,2.6429,37.0000,-0.49,-0.03,2.6397,36.9554,33.3985,47.18,42.8526,hold
5.500,2.6429,37.0000,0.75,0.05,2.6517,37.1235,33.3985,47.16,43.0476,hold
5.513,2.6429,37.0000,-0.28,-0.02,2.6369,36.9161,33.3985,47.20,42.8070,hold
5.527,2.6429,37.0000,-0.28,-0.02,2.6369,36.9161,33.3985,47.20,42.8070,hold
5.538,2.6429,37.0000,0.05,0.00,2.6391,36.9480,33.3985,47.20,42.8441,hold
5.550,2.6429,37.0000,-0.49,-0.04,2.6414,36.9802,33.3985,47.22,42.8814,hold
5.564,2.6429,37.0000,0.32,0.02,2.6423,36.9918,37.4823,47.20,42.8949,hold
5.576,2.6429,37.0000,0.32,0.02,2.6423,36.9918,37.4823,47.20,42.8949,hold
5.588,2.6429,37.0000,0.52,0.04,2.6423,36.9920,37.4823,47.18,42.8950,hold
5.600,2.6429,37.0000,0.41,0.03,2.6487,37.0816,37.4823,47.18,42.9989,hold
5.613,2.6429,37.0000,-0.08,-0.01,2.6440,37.0167,37.4823,47.18,42.9237,hold
5.626,2.6429,37.0000,0.09,0.01,2.6463,37.0478,37.4823,47.18,42.9598,hold
5.638,2.6429,37.0000,0.09,0.01,2.6463,37.0478,37.4823,47.18,42.9598,hold
5.651,2.6429,37.0000,0.71,0.05,2.6372,36.9214,41.3381,47.20,42.8132,hold
5.663,2.6429,37.0000,-0.46,-0.03,2.6289,36.8045,41.3381,47.20,42.6777,hold
5.675,2.6429,37.0000,0.55,0.04,2.6463,37.0479,41.3381,47.20,42.9599,hold
5.688,2.6429,37.0000,0.55,0.04,2.6463,37.0479,41.3381,47.20,42.9599,hold
5.700,2.6429,37.0000,-0.48,-0.03,2.6473,37.0618,41.3381,47.18,42.9761,hold
5.713,2.6429,37.0000,0.32,0.02,2.6372,36.9212,41.3381,47.18,42.8130,hold
5.725,2.6429,37.0000,0.32,0.02,2.6300,36.8195,41.3381,47.18,42.6950,hold
5.742,2.6429,37.0000,0.32,0.02,2.6300,36.8195,41.2212,47.18,42.6950,hold
5.750,2.6429,37.0000,0.16,0.01,2.6444,37.0214,41.2212,47.18,42.9292,hold
5.763,2.6429,37.0000,-0.08,-0.01,2.6432,37.0051,41.2212,47.20,42.9102,hold
5.775,2.6429,37.0000,-0.32,-0.02,2.6483,37.0765,41.2212,47.18,42.9931,hold
5.789,2.6429,37.0000,-0.44,-0.03,2.6411,36.9751,41.2212,47.20,42.8755,hold
5.800,2.6429,37.0000,-0.44,-0.03,2.6411,36.9751,41.2212,47.20,42.8755,hold
5.813,2.6429,37.0000,1.00,0.07,2.6456,37.0388,41.2212,47.18,42.9494,hold
5.825,2.6429,37.0000,0.56,0.04,2.6454,37.0349,41.2212,47.18,42.9449,hold
5.839,2.6429,37.0000,-0.15,-0.01,2.6423,36.9928,40.9077,47.20,42.8960,hold
5.852,2.6429,37.0000,-0.15,-0.01,2.6423,36.9928,40.9077,47.20,42.8960,hold
5.863,2.6429,37.0000,-0.12,-0.01,2.6399,36.9589,40.9077,47.20,42.8567,hold
5.875,2.6429,37.0000,-0.25,-0.02,2.6465,37.0508,40.9077,47.20,42.9633,hold
5.888,2.6429,37.0000,-0.02,-0.00,2.6459,37.0428,40.9077,47.20,42.9540,hold
5.900,2.6429,37.0000,-0.02,-0.00,2.6459,37.0428,40.9077,47.20,42.9540,hold
5.913,2.6429,37.0000,-0.10,-0.01,2.6391,36.9471,40.9077,47.18,42.8430,hold
5.926,2.6429,37.0000,0.68,0.05,2.6394,36.9510,40.6950,47.18,42.8475,hold
5.938,2.6429,37.0000,0.44,0.03,2.6350,36.8898,40.6950,47.18,42.7766,hold
5.950,2.6429,37.0000,0.41,0.03,2.6467,37.0543,40.6950,47.18,42.9673,hold
5.963,2.6429,37.0000,0.41,0.03,2.6467,37.0543,40.6950,47.18,42.9673,hold
5.975,2.6429,37.0000,0.04,0.00,2.6408,36.9706,40.6950,47.18,42.8703,hold
5.988,2.6429,37.0000,-0.15,-0.01,2.6309,36.8330,40.6950,47.18,42.7107,hold
6.000,2.6429,37.0000,-0.60,-0.04,2.6396,36.9548,40.6950,47.18,42.8519,hold
6.016,2.6429,37.0000,-0.60,-0.04,2.6396,36.9548,40.5313,47.18,42.8519,hold
6.025,2.6429,37.0000,-0.11,-0.01,2.6418,36.9853,40.5313,47.20,42.8873,hold
6.038,2.6429,37.0000,-0.10,-0.01,2.6383,36.9362,40.5313,47.18,42.8304,hold
6.050,2.6429,37.0000,-0.40,-0.03,2.6334,36.8672,40.5313,47.16,42.7504,hold
6.063,2.6429,37.0000,0.41,0.03,2.6425,36.9957,40.5313,47.20,42.8993,hold
6.076,2.6429,37.0000,0.41,0.03,2.6425,36.9957,40.5313,47.20,42.8993,hold
6.088,2.6429,37.0000,-0.32,-0.02,2.6408,36.9709,40.5313,47.18,42.8706,hold
6.100,2.6429,37.0000,-0.20,-0.01,2.6562,37.1868,40.5313,47.20,43.1210,hold
6.114,2.6429,37.0000,0.75,0.05,2.6398,36.9572,40.3915,47.20,42.8548,hold
6.125,2.6429,37.0000,0.33,0.02,2.6423,36.9922,40.3915,47.20,42.8953,hold
6.138,2.6429,37.0000,0.33,0.02,2.6423,36.9922,40.3915,47.20,42.8953,hold
6.150,2.6429,37.0000,-0.12,-0.01,2.6450,37.0304,40.3915,47.20,42.9396,hold
6.163,2.6429,37.0000,-0.17,-0.01,2.6485,37.0790,40.3915,47.20,42.9959,hold
6.175,2.6429,37.0000,-0.81,-0.06,2.6403,36.9640,40.3915,47.20,42.8626,hold
6.188,2.6429,37.0000,-0.81,-0.06,2.6403,36.9640,40.3915,47.20,42.8626,hold
6.201,2.6429,37.0000,-0.17,-0.01,2.6368,36.9157,40.2745,47.20,42.8066,hold
6.213,2.6429,37.0000,1.05,0.07,2.6438,37.0129,40.2745,47.20,42.9194,hold
6.225,2.6429,37.0000,-0.06,-0.00,2.6419,36.9862,40.2745,47.22,42.8884,hold
6.239,2.6429,37.0000,0.36,0.03,2.6417,36.9832,40.2745,47.18,42.8849,hold
6.250,2.6429,37.0000,0.36,0.03,2.6417,36.9832,40.2745,47.18,42.8849,hold
6.263,2.6429,37.0000,-0.09,-0.01,2.6332,36.8646,40.2745,47.18,42.7474,hold
6.275,2.6429,37.0000,0.55,0.04,2.6383,36.9358,40.2745,47.20,42.8299,hold
6.288,2.6429,37.0000,0.93,0.07,2.6408,36.9715,40.2745,47.20,42.8713,hold
6.305,2.6429,37.0000,0.93,0.07,2.6408,36.9715,40.1770,47.20,42.8713,hold
6.313,2.6429,37.0000,0.16,0.01,2.6387,36.9416,40.1770,47.20,42.8814,hold
6.325,2.6429,37.0000,-0.38,-0.03,2.6437,37.0124,40.1770,47.20,42.9187,hold
6.338,2.6429,37.0000,-0.26,-0.02,2.6408,36.9715,40.1770,47.22,42.8713,hold
6.350,2.6429,37.0000,-0.26,-0.02,2.6408,36.9715,40.1770,47.22,42.8713,hold
6.363,2.6429,37.0000,-0.15,-0.01,2.6438,37.0130,40.1770,47.18,42.9194,hold
6.375,2.6429,37.0000,0.23,0.02,2.6412,36.9769,40.1770,47.18,42.8713,hold
6.389,2.6429,37.0000,0.18,0.01,2.6434,37.0073,40.0923,47.18,42.9128,hold
6.400,2.6429,37.0000,-0.23,-0.02,2.6440,37.0157,40.0923,47.20,42.9226,hold
6.413,2.6429,37.0000,-0.23,-0.02,2.6440,37.0157,40.0923,47.20,42.9226,hold
6.425,2.6429,37.0000,-0.61,-0.04,2.6446,37.0247,40.0923,47.20,42.9330,hold
6.438,2.6429,37.0000,0.97,0.07,2.6458,37.0410,40.0923,47.18,42.9519,hold
6.450,2.6429,37.0000,-0.24,-0.02,2.6385,36.9386,40.0923,47.18,42.8331,hold
6.463,2.6429,37.0000,-0.24,-0.02,2.6385,36.9386,40.0923,47.18,42.8331,hold
6.476,2.6429,37.0000,0.46,0.03,2.6486,37.0798,40.0169,47.18,42.9969,hold
6.488,2.6429,37.0000,0.46,0.03,2.6484,37.0773,40.0169,47.20,42.9940,hold
6.500,2.6429,37.0000,0.00,0.00,2.6484,37.0771,40.0169,47.20,42.9937,hold
6.513,2.6429,37.0000,0.16,0.01,2.6369,36.9171,40.0169,47.18,42.8082,hold
6.527,2.6429,37.0000,0.16,0.01,2.6369,36.9171,40.0169,47.18,42.8082,hold
6.538,2.6429,37.0000,0.20,0.01,2.6375,36.9247,40.0169,47.20,42.8171,hold
6.550,2.6429,37.0000,-0.33,-0.02,2.6321,36.8500,40.0169,47.18,42.7304,hold
6.563,2.6429,37.0000,0.19,0.01,2.6402,36.9635,40.0169,47.20,42.8620,hold
6.578,2.6429,37.0000,0.19,0.01,2.6402,36.9635,39.9483,47.20,42.8620,hold
6.588,2.6429,37.0000,0.50,0.04,2.6397,36.9558,39.9483,47.18,42.8531,hold
6.600,2.6429,37.0000,0.33,0.02,2.6460,37.0434,39.9483,47.20,42.9547,hold
6.613,2.6429,37.0000,0.42,0.03,2.6423,36.9924,39.9483,47.20,42.8955,hold
6.625,2.6429,37.0000,0.43,0.03,2.6401,36.9608,39.9483,47.18,42.8589,hold
6.638,2.6429,37.0000,0.43,0.03,2.6401,36.9608,39.9483,47.18,42.8589,hold
6.650,2.6429,37.0000,-0.40,-0.03,2.6404,36.9659,39.9483,47.20,42.8649,hold
