time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,phase
15.375,0.7929,11.1000,-0.34,-0.02,0.8047,11.2665,15.7286,47.72,13.0643,ramp_down
15.388,0.7846,10.9844,-0.23,-0.02,0.7855,10.9965,15.7286,47.72,12.7513,ramp_down
15.400,0.7763,10.8687,0.13,0.01,0.7846,10.9850,15.7286,47.72,12.7380,ramp_down
15.413,0.7681,10.7531,0.53,0.04,0.7769,10.8767,15.7286,47.72,12.6124,ramp_down
15.429,0.7598,10.6375,0.53,0.04,0.7769,10.8767,15.4954,47.72,12.6124,ramp_down
15.438,0.7598,10.6375,1.00,0.07,0.7671,10.7394,15.4954,47.74,12.4532,ramp_down
15.450,0.7516,10.5219,-0.18,-0.01,0.7581,10.6135,15.4954,47.76,12.3071,ramp_down
15.463,0.7433,10.4062,0.10,0.01,0.7560,10.5839,15.4954,47.72,12.2729,ramp_down
15.475,0.7350,10.2906,0.10,0.01,0.7560,10.5839,15.4954,47.72,12.2729,ramp_down
15.488,0.7350,10.2906,0.81,0.06,0.7452,10.4325,15.4954,47.74,12.0973,ramp_down
15.500,0.7268,10.1750,-0.12,-0.01,0.7347,10.2861,15.4954,47.72,11.9276,ramp_down
15.514,0.7185,10.0594,-0.03,-0.00,0.7283,10.1969,15.2098,47.72,11.8241,ramp_down
15.527,0.7103,9.9438,0.46,0.03,0.7251,10.1513,15.2098,47.76,11.7712,ramp_down
15.538,0.7103,9.9438,0.46,0.03,0.7251,10.1513,15.2098,47.76,11.7712,ramp_down
15.550,0.7020,9.8281,-0.01,-0.00,0.7075,9.9054,15.2098,47.74,11.4861,ramp_down
15.563,0.6937,9.7125,-0.70,-0.05,0.7011,9.8150,15.2098,47.76,11.3813,ramp_down
15.575,0.6855,9.5969,-0.42,-0.03,0.7005,9.8065,15.2098,47.74,11.3713,ramp_down
15.588,0.6855,9.5969,-0.42,-0.03,0.7005,9.8065,15.2098,47.74,11.3713,ramp_down
15.600,0.6772,9.4812,-0.35,-0.02,0.6851,9.5911,15.2098,47.72,11.1216,ramp_down
15.614,0.6690,9.3656,-0.17,-0.01,0.6766,9.4723,14.8466,47.76,10.9839,ramp_down
15.625,0.6607,9.2500,-1.12,-0.08,0.6752,9.4522,14.8466,47.76,10.9606,ramp_down
15.638,0.6525,9.1344,-1.12,-0.08,0.6752,9.4522,14.8466,47.76,10.9606,ramp_down
15.650,0.6525,9.1344,-0.51,-0.04,0.6575,9.2050,14.8466,47.76,10.6739,ramp_down
15.663,0.6442,9.0188,0.53,0.04,0.6530,9.1422,14.8466,47.76,10.6011,ramp_down
15.675,0.6359,8.9031,-0.29,-0.02,0.6444,9.0216,14.8466,47.76,10.4612,ramp_down
15.688,0.6277,8.7875,-0.29,-0.02,0.6444,9.0216,14.8466,47.76,10.4612,ramp_down
15.701,0.6277,8.7875,-0.99,-0.07,0.6369,8.9172,14.3662,47.76,10.3402,ramp_down
15.713,0.6194,8.6719,-0.52,-0.04,0.6259,8.7624,14.3662,47.77,10.1607,ramp_down
15.725,0.6112,8.5562,-2.34,-0.17,0.6228,8.7194,14.3662,47.76,10.1108,ramp_down
15.738,0.6029,8.4406,-2.34,-0.17,0.6228,8.7194,14.3662,47.76,10.1108,ramp_down
15.750,0.6029,8.4406,-4.07,-0.29,0.6093,8.5303,14.3662,47.77,9.8915,ramp_down
15.763,0.5946,8.3250,-7.01,-0.50,0.6060,8.4833,14.3662,47.76,9.8371,ramp_down
15.775,0.5864,8.2094,-7.00,-0.50,0.5970,8.3579,14.3662,47.74,9.6916,ramp_down
15.788,0.5781,8.0938,-15.86,-1.13,0.5827,8.1584,14.3662,47.77,9.5347,ramp_down
15.804,0.5781,8.0938,-15.86,-1.13,0.5827,8.1584,13.7949,47.77,9.5347,ramp_down
15.813,0.5699,7.9781,-77.62,-5.54,0.5614,7.8600,13.7949,47.77,9.1142,ramp_down
15.825,0.5616,7.8625,36.06,2.58,0.5775,8.0845,13.7949,47.79,9.3746,ramp_down
15.838,0.5533,7.7469,-12.09,-0.86,0.5522,7.7309,13.7949,47.79,8.9646,ramp_down
15.850,0.5533,7.7469,-12.09,-0.86,0.5522,7.7309,13.7949,47.79,8.9646,ramp_down
15.863,0.5451,7.6313,-5.15,-0.37,0.5481,7.6737,13.7949,47.79,8.8982,ramp_down
15.875,0.5368,7.5156,5.03,0.36,0.5595,7.8327,13.7949,47.77,9.0826,ramp_down
15.889,0.5286,7.4000,0.59,0.04,0.5374,7.5243,12.9329,47.79,8.7250,ramp_down
15.900,0.5286,7.4000,0.59,0.04,0.5374,7.5243,12.9329,47.79,8.7250,ramp_down
15.913,0.5203,7.2844,-1.17,-0.08,0.5285,7.3985,12.9329,47.77,8.5791,ramp_down
15.925,0.5121,7.1687,-1.18,-0.08,0.5177,7.2484,12.9329,47.79,8.4051,ramp_down
15.938,0.5038,7.0531,-1.75,-0.13,0.5059,7.0820,12.9329,47.79,8.2121,ramp_down
15.951,0.4955,6.9375,-1.75,-0.13,0.5059,7.0820,12.9329,47.79,8.2121,ramp_down
15.963,0.4955,6.9375,-0.45,-0.03,0.5086,7.1209,12.9329,47.79,8.2573,ramp_down
15.976,0.4873,6.8219,-1.85,-0.13,0.4952,6.9322,10.8480,47.81,8.0384,ramp_down
15.988,0.4790,6.7063,-1.49,-0.11,0.4969,6.9565,10.8480,47.79,8.0666,ramp_down
16.000,0.4708,6.5906,-1.49,-0.11,0.4969,6.9565,10.8480,47.79,8.0666,ramp_down
16.013,0.4708,6.5906,-1.28,-0.09,0.4810,6.7339,10.8480,47.81,7.8085,ramp_down
16.025,0.4625,6.4750,-0.93,-0.07,0.4776,6.6865,10.8480,47.81,7.7535,ramp_down
16.038,0.4542,6.3594,-2.27,-0.16,0.4599,6.4388,10.8480,47.81,7.4663,ramp_down
16.051,0.4460,6.2437,-2.10,-0.15,0.4569,6.3971,10.8480,47.81,7.4179,ramp_down
16.063,0.4460,6.2437,-2.10,-0.15,0.4569,6.3971,10.8480,47.81,7.4179,ramp_down
16.076,0.4377,6.1281,-2.18,-0.16,0.4465,6.2513,9.3015,47.81,7.2489,ramp_down
16.088,0.4295,6.0125,-3.37,-0.24,0.4386,6.1406,9.3015,47.83,7.0952,ramp_down
16.100,0.4212,5.8969,-3.40,-0.24,0.4273,5.9824,9.3015,47.79,6.9370,ramp_down
16.113,0.4129,5.7812,-3.40,-0.24,0.4273,5.9824,9.3015,47.79,6.9370,ramp_down
16.125,0.4129,5.7812,-1.15,-0.08,0.4237,5.9316,9.3015,47.81,6.8781,ramp_down
16.138,0.4047,5.6656,-2.11,-0.15,0.4147,5.8059,9.3015,47.81,6.7323,ramp_down
16.150,0.3964,5.5500,-3.35,-0.24,0.3998,5.5970,9.3015,47.81,6.4901,ramp_down
16.166,0.3882,5.4344,-3.35,-0.24,0.3998,5.5970,8.7849,47.81,6.4901,ramp_down
16.175,0.3882,5.4344,-13.24,-0.95,0.4011,5.6157,8.7849,47.81,6.5118,ramp_down
16.188,0.3799,5.3188,-15.79,-1.13,0.3909,5.4731,8.7849,47.83,6.3464,ramp_down
16.200,0.3717,5.2031,-13.63,-0.97,0.3795,5.3134,8.7849,47.85,6.1613,ramp_down
16.213,0.3634,5.0875,-13.63,-0.97,0.3795,5.3134,8.7849,47.85,6.1613,ramp_down
16.225,0.3634,5.0875,-34.33,-2.45,0.3649,5.1086,8.7849,47.85,5.9238,ramp_down
16.238,0.3551,4.9719,10.38,0.74,0.3668,5.1350,8.7849,47.79,5.9544,ramp_down
16.251,0.3469,4.8562,2.29,0.16,0.3522,4.9311,8.1065,47.83,5.7179,ramp_down
16.264,0.3386,4.7406,2.38,0.17,0.3436,4.8109,8.1065,47.81,5.5786,ramp_down
16.275,0.3386,4.7406,2.38,0.17,0.3436,4.8109,8.1065,47.81,5.5786,ramp_down
16.288,0.3304,4.6250,1.16,0.08,0.3459,4.8432,8.1065,47.79,5.6161,ramp_down
16.300,0.3221,4.5094,0.83,0.06,0.3314,4.6395,8.1065,47.81,5.3799,ramp_down
16.313,0.3138,4.3938,1.17,0.08,0.3274,4.5836,8.1065,47.79,5.3150,ramp_down
16.325,0.3138,4.3938,1.17,0.08,0.3274,4.5836,8.1065,47.79,5.3150,ramp_down
16.338,0.3056,4.2781,-0.89,-0.06,0.3158,4.4206,8.1065,47.81,5.1261,ramp_down
16.351,0.2973,4.1625,0.09,0.01,0.2984,4.1782,6.8119,47.83,4.8450,ramp_down
16.363,0.2891,4.0469,-1.16,-0.08,0.2904,4.0652,6.8119,47.83,4.7139,ramp_down
16.375,0.2808,3.9312,-1.16,-0.08,0.2904,4.0652,6.8119,47.83,4.7139,ramp_down
16.388,0.2808,3.9312,-0.98,-0.07,0.2790,3.9065,6.8119,47.79,4.5299,ramp_down
16.400,0.2725,3.8156,-1.78,-0.13,0.2836,3.9699,6.8119,47.79,4.6034,ramp_down
16.413,0.2643,3.7000,-0.91,-0.06,0.2808,3.9308,6.8119,47.79,4.5581,ramp_down
16.426,0.2560,3.5844,-0.91,-0.06,0.2808,3.9308,6.8119,47.79,4.5581,ramp_down
16.439,0.2560,3.5844,-2.02,-0.14,0.2644,3.7009,5.4622,47.83,4.2915,ramp_down
16.450,0.2478,3.4688,-0.89,-0.06,0.2582,3.6149,5.4622,47.81,4.1918,ramp_down
16.463,0.2395,3.3531,-2.27,-0.16,0.2476,3.4662,5.4622,47.81,4.0193,ramp_down
16.475,0.2313,3.2375,-2.27,-0.16,0.2476,3.4662,5.4622,47.81,4.0193,ramp_down
16.488,0.2313,3.2375,-0.82,-0.06,0.2398,3.3579,5.4622,47.81,3.8937,ramp_down
16.500,0.2230,3.1219,-2.63,-0.19,0.2357,3.2992,5.4622,47.83,3.8256,ramp_down
16.513,0.2147,3.0063,-1.91,-0.14,0.2242,3.1384,5.4622,47.81,3.6393,ramp_down
16.525,0.2065,2.8906,-1.91,-0.14,0.2242,3.1384,5.4622,47.81,3.6393,ramp_down
16.539,0.2065,2.8906,-2.10,-0.15,0.2157,3.0200,5.0797,47.81,3.5019,ramp_down
16.550,0.1982,2.7750,-3.15,-0.22,0.2025,2.8352,5.0797,47.83,3.2876,ramp_down
16.563,0.1900,2.6594,-4.31,-0.31,0.1969,2.7563,5.0797,47.83,3.1961,ramp_down
16.575,0.1817,2.5437,-4.31,-0.31,0.1969,2.7563,5.0797,47.83,3.1961,ramp_down
16.588,0.1817,2.5437,-4.59,-0.33,0.1893,2.6507,5.0797,47.79,3.0737,ramp_down
16.600,0.1734,2.4281,-0.99,-0.07,0.1863,2.6083,5.0797,47.81,3.0245,ramp_down
16.613,0.1652,2.3125,-2.79,-0.20,0.1699,2.3792,5.0797,47.81,2.7589,ramp_down
16.628,0.1569,2.1969,-2.79,-0.20,0.1699,2.3792,4.7063,47.81,2.7589,ramp_down
16.638,0.1569,2.1969,-1.32,-0.09,0.1670,2.3378,4.7063,47.81,2.7109,ramp_down
16.650,0.1487,2.0813,-3.67,-0.26,0.1582,2.2143,4.7063,47.85,2.5677,ramp_down
16.663,0.1404,1.9656,-8.75,-0.63,0.1462,2.0464,4.7063,47.81,2.3729,ramp_down
16.676,0.1321,1.8500,-8.75,-0.63,0.1462,2.0464,4.7063,47.81,2.3729,ramp_down
16.688,0.1321,1.8500,-4.53,-0.32,0.1409,1.9722,4.7063,47.81,2.2870,ramp_down
16.700,0.1239,1.7344,-2.35,-0.17,0.1355,1.8968,4.7063,47.85,2.1995,ramp_down
16.714,0.1156,1.6187,-6.16,-0.44,0.1295,1.8133,4.2259,47.83,2.1026,ramp_down
16.725,0.1074,1.5031,-6.16,-0.44,0.1295,1.8133,4.2259,47.83,2.1026,ramp_down
16.738,0.1074,1.5031,-21.93,-1.57,0.1301,1.8209,4.2259,47.81,2.1115,ramp_down
16.750,0.0991,1.3875,-27.45,-1.96,0.1009,1.4123,4.2259,47.81,1.6376,ramp_down
16.763,0.0908,1.2719,-5.74,-0.41,0.1019,1.4268,4.2259,47.81,1.6545,ramp_down
16.776,0.0826,1.1562,-5.75,-0.41,0.0945,1.3231,4.2259,47.85,1.5342,ramp_down
16.788,0.0826,1.1562,-5.75,-0.41,0.0945,1.3231,4.2259,47.85,1.5342,ramp_down
16.800,0.0743,1.0406,-8.39,-0.60,0.0843,1.1808,4.2259,47.83,1.3692,ramp_down
16.814,0.0661,0.9250,-10.48,-0.75,0.0790,1.1063,3.7058,47.85,1.2829,ramp_down
16.825,0.0578,0.8094,-1.32,-0.09,0.0626,0.8765,3.7058,47.85,1.0163,ramp_down
16.838,0.0496,0.6938,-1.32,-0.09,0.0626,0.8765,3.7058,47.85,1.0163,ramp_down
16.850,0.0496,0.6938,-3.95,-0.28,0.0598,0.8369,3.7058,47.85,0.9705,ramp_down
16.863,0.0413,0.5781,-7.09,-0.51,0.0513,0.7187,3.7058,47.85,0.8334,ramp_down
16.875,0.0330,0.4625,-16.62,-1.19,0.0403,0.5644,3.7058,47.81,0.6545,ramp_down
16.888,0.0248,0.3469,-16.62,-1.19,0.0403,0.5644,3.7058,47.81,0.6545,ramp_down
16.901,0.0248,0.3469,-29.96,-2.14,0.0442,0.6193,2.9807,47.81,0.7181,ramp_down
16.913,0.0165,0.2312,-44.77,-3.20,0.0385,0.5387,2.9807,47.81,0.6247,ramp_down
16.925,0.0083,0.1156,-73.83,-5.27,0.0074,0.1031,2.9807,47.81,0.1195,ramp_down
16.938,0.0000,0.0000,-23.13,-1.65,0.0057,0.0797,2.9807,47.85,0.0924,ramp_down
16.950,0.0000,0.0000,-23.13,-1.65,0.0057,0.0797,2.9807,47.85,0.0924,ramp_down
16.963,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.9807,47.85,0.1340,ramp_down
16.975,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.9807,47.85,0.1340,ramp_down
16.989,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.1329,47.85,0.1340,ramp_down
17.000,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.1329,47.85,0.1340,ramp_down
17.013,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.1329,47.85,0.1340,ramp_down
17.025,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.1329,47.85,0.1340,ramp_down
17.038,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.1329,47.85,0.1340,ramp_down
17.050,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.1329,47.85,0.1340,ramp_down
17.063,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.1329,47.85,0.1340,ramp_down
17.075,0.0000,0.0000,10.64,0.76,0.0083,0.1155,2.1329,47.85,0.1340,ramp_down
17.089,0.0000,0.0000,10.64,0.76,0.0083,0.1155,1.2982,47.85,0.1340,ramp_down
17.100,0.0000,0.0000,10.64,0.76,0.0083,0.1155,1.2982,47.85,0.1340,ramp_down
17.113,0.0000,0.0000,10.64,0.76,0.0083,0.1155,1.2982,47.85,0.1340,ramp_down
17.125,0.0000,0.0000,10.64,0.76,0.0083,0.1155,1.2982,47.85,0.1340,ramp_down
17.138,0.0000,0.0000,10.64,0.76,0.0083,0.1155,1.2982,47.85,0.1340,ramp_down
17.150,0.0000,0.0000,10.64,0.76,0.0083,0.1155,1.2982,47.85,0.1340,ramp_down
17.163,0.0000,0.0000,10.64,0.76,0.0083,0.1155,1.2982,47.85,0.1340,ramp_down
17.176,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8886,47.85,0.1340,ramp_down
17.188,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8886,47.85,0.1340,ramp_down
17.200,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8886,47.85,0.1340,ramp_down
17.213,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8886,47.85,0.1340,ramp_down
17.225,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8886,47.85,0.1340,ramp_down
17.238,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8886,47.85,0.1340,ramp_down
17.250,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8886,47.85,0.1340,ramp_down
17.263,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8886,47.85,0.1340,ramp_down
17.276,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9321,47.85,0.1340,ramp_down
17.288,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9321,47.85,0.1340,ramp_down
17.300,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9321,47.85,0.1340,ramp_down
17.313,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9321,47.85,0.1340,ramp_down
17.325,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9321,47.85,0.1340,ramp_down
17.338,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9321,47.85,0.1340,ramp_down
17.350,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9321,47.85,0.1340,ramp_down
17.364,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9528,47.85,0.1340,ramp_down
17.375,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9528,47.85,0.1340,ramp_down
17.388,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9528,47.85,0.1340,ramp_down
17.400,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9528,47.85,0.1340,ramp_down
17.413,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9528,47.85,0.1340,ramp_down
17.425,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9528,47.85,0.1340,ramp_down
17.438,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9528,47.85,0.1340,ramp_down
17.451,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9682,47.85,0.1340,ramp_down
17.463,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9682,47.85,0.1340,ramp_down
17.475,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9682,47.85,0.1340,ramp_down
17.488,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9682,47.85,0.1340,ramp_down
17.500,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9682,47.85,0.1340,ramp_down
17.513,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9682,47.85,0.1340,ramp_down
17.525,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9682,47.85,0.1340,ramp_down
17.538,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9682,47.85,0.1340,ramp_down
17.551,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9756,47.85,0.1340,ramp_down
17.563,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9756,47.85,0.1340,ramp_down
17.575,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9756,47.85,0.1340,ramp_down
17.588,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9756,47.85,0.1340,ramp_down
17.600,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9756,47.85,0.1340,ramp_down
17.613,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9756,47.85,0.1340,ramp_down
17.625,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.9756,47.85,0.1340,ramp_down
17.639,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8855,47.85,0.1340,ramp_down
17.650,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8855,47.85,0.1340,ramp_down
17.663,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8855,47.85,0.1340,ramp_down
17.675,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8855,47.85,0.1340,ramp_down
17.688,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8855,47.85,0.1340,ramp_down
17.700,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8855,47.85,0.1340,ramp_down
17.713,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8855,47.85,0.1340,ramp_down
17.725,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.8855,47.85,0.1340,ramp_down
17.739,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6951,47.85,0.1340,ramp_down
17.750,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6951,47.85,0.1340,ramp_down
17.763,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6951,47.85,0.1340,ramp_down
17.775,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6951,47.85,0.1340,ramp_down
17.788,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6951,47.85,0.1340,ramp_down
17.800,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6951,47.85,0.1340,ramp_down
17.813,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6951,47.85,0.1340,ramp_down
17.826,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6728,47.85,0.1340,ramp_down
17.838,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6728,47.85,0.1340,ramp_down
17.850,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6728,47.85,0.1340,ramp_down
17.863,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6728,47.85,0.1340,ramp_down
17.875,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6728,47.85,0.1340,ramp_down
17.888,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6728,47.85,0.1340,ramp_down
17.900,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6728,47.85,0.1340,ramp_down
17.914,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6893,47.85,0.1340,ramp_down
17.925,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6893,47.85,0.1340,ramp_down
17.938,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6893,47.85,0.1340,ramp_down
17.950,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6893,47.85,0.1340,ramp_down
17.963,0.0000,0.0000,10.64,0.76,0.0083,0.1155,0.6893,47.85,0.1340,ramp_down
