time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,motor_position_rev,motor_position_deg,output_position_deg,phase
7.964,2.6429,37.0000,0.48,0.03,2.6430,37.0019,37.5556,47.45,41.6347,0.346680,124.8047,8.9146,hold
7.975,2.6429,37.0000,0.48,0.03,2.6430,37.0019,37.5556,47.45,41.6347,0.346680,124.8047,8.9146,hold
7.988,2.6429,37.0000,-0.29,-0.02,2.6403,36.9645,37.5556,47.43,41.5926,0.346588,124.7717,8.9123,hold
8.000,2.6429,37.0000,-0.23,-0.02,2.6391,36.9476,37.5556,47.43,41.5735,0.346603,124.7772,8.9127,hold
8.014,2.6429,37.0000,0.80,0.06,2.6371,36.9189,37.5357,47.43,41.5413,0.346649,124.7937,8.9138,hold
8.026,2.6429,37.0000,0.80,0.06,2.6371,36.9189,37.5357,47.43,41.5413,0.346649,124.7937,8.9138,hold
8.038,2.6429,37.0000,0.28,0.02,2.6425,36.9953,37.5357,47.45,41.6273,0.346649,124.7937,8.9138,hold
8.050,2.6429,37.0000,0.51,0.04,2.6389,36.9443,37.5357,47.45,41.5699,0.346649,124.7937,8.9138,hold
8.063,2.6429,37.0000,-0.56,-0.04,2.6470,37.0574,37.5357,47.45,41.6971,0.346573,124.7662,8.9119,hold
8.075,2.6429,37.0000,-0.56,-0.04,2.6470,37.0574,37.5357,47.45,41.6971,0.346573,124.7662,8.9119,hold
8.088,2.6429,37.0000,0.54,0.04,2.6428,36.9986,37.5357,47.42,41.6310,0.346649,124.7937,8.9138,hold
8.101,2.6429,37.0000,0.26,0.02,2.6412,36.9763,37.5199,47.43,41.6059,0.346649,124.7937,8.9138,hold
8.113,2.6429,37.0000,0.56,0.04,2.6373,36.9221,37.5199,47.45,41.5449,0.346649,124.7937,8.9138,hold
8.125,2.6429,37.0000,-0.40,-0.03,2.6389,36.9448,37.5199,47.45,41.5704,0.346619,124.7827,8.9131,hold
8.138,2.6429,37.0000,-0.40,-0.03,2.6389,36.9448,37.5199,47.45,41.5704,0.346619,124.7827,8.9131,hold
8.150,2.6429,37.0000,0.78,0.06,2.6401,36.9614,37.5199,47.42,41.5891,0.346710,124.8157,8.9154,hold
8.163,2.6429,37.0000,-0.25,-0.02,2.6475,37.0655,37.5199,47.43,41.7062,0.346603,124.7772,8.9127,hold
8.175,2.6429,37.0000,0.56,0.04,2.6446,37.0241,37.5199,47.43,41.6596,0.346664,124.7992,8.9142,hold
8.189,2.6429,37.0000,0.56,0.04,2.6446,37.0241,37.5199,47.43,41.6596,0.346664,124.7992,8.9142,hold
8.202,2.6429,37.0000,-0.37,-0.03,2.6425,36.9954,37.5012,47.42,41.6274,0.346619,124.7827,8.9131,hold
8.213,2.6429,37.0000,0.06,0.00,2.6441,37.0178,37.5012,47.43,41.6525,0.346603,124.7772,8.9127,hold
8.225,2.6429,37.0000,-0.64,-0.05,2.6345,36.8836,37.5012,47.42,41.5016,0.346619,124.7827,8.9131,hold
8.238,2.6429,37.0000,-0.64,-0.05,2.6345,36.8836,37.5012,47.42,41.5016,0.346619,124.7827,8.9131,hold
8.250,2.6429,37.0000,0.05,0.00,2.6459,37.0431,37.5012,47.43,41.6811,0.346634,124.7882,8.9134,hold
8.263,2.6429,37.0000,-0.19,-0.01,2.6448,37.0273,37.5012,47.45,41.6632,0.346649,124.7937,8.9138,hold
8.275,2.6429,37.0000,-0.70,-0.05,2.6486,37.0801,37.5012,47.45,41.7227,0.346558,124.7607,8.9115,hold
8.290,2.6429,37.0000,0.53,0.04,2.6344,36.8809,37.4805,47.43,41.4986,0.346680,124.8047,8.9146,hold
8.300,2.6429,37.0000,0.53,0.04,2.6344,36.8809,37.4805,47.43,41.4986,0.346680,124.8047,8.9146,hold
8.313,2.6429,37.0000,-0.30,-0.02,2.6459,37.0430,37.4805,47.42,41.6810,0.346603,124.7772,8.9127,hold
8.325,2.6429,37.0000,-0.79,-0.06,2.6403,36.9645,37.4805,47.43,41.5926,0.346588,124.7717,8.9123,hold
8.338,2.6429,37.0000,0.02,0.00,2.6412,36.9764,37.4805,47.45,41.6060,0.346649,124.7937,8.9138,hold
8.351,2.6429,37.0000,0.02,0.00,2.6412,36.9764,37.4805,47.45,41.6060,0.346649,124.7937,8.9138,hold
8.363,2.6429,37.0000,-0.21,-0.01,2.6359,36.9031,37.4805,47.45,41.5235,0.346634,124.7882,8.9134,hold
8.376,2.6429,37.0000,-0.25,-0.02,2.6478,37.0685,37.4600,47.45,41.7097,0.346634,124.7882,8.9134,hold
8.388,2.6429,37.0000,0.07,0.00,2.6464,37.0496,37.4600,47.43,41.6884,0.346664,124.7992,8.9142,hold
8.401,2.6429,37.0000,0.07,0.00,2.6464,37.0496,37.4600,47.43,41.6884,0.346664,124.7992,8.9142,hold
8.413,2.6429,37.0000,-1.31,-0.09,2.6421,36.9895,37.4600,47.43,41.6208,0.346558,124.7607,8.9115,hold
8.425,2.6429,37.0000,0.47,0.03,2.6401,36.9613,37.4600,47.42,41.5890,0.346695,124.8102,8.9150,hold
8.438,2.6429,37.0000,0.93,0.07,2.6362,36.9062,37.4600,47.42,41.5270,0.346710,124.8157,8.9154,hold
8.450,2.6429,37.0000,0.15,0.01,2.6428,36.9985,37.4600,47.43,41.6309,0.346664,124.7992,8.9142,hold
8.463,2.6429,37.0000,0.15,0.01,2.6428,36.9985,37.4600,47.43,41.6309,0.346664,124.7992,8.9142,hold
8.476,2.6429,37.0000,0.28,0.02,2.6398,36.9575,37.4387,47.42,41.5847,0.346664,124.7992,8.9142,hold
8.488,2.6429,37.0000,0.19,0.01,2.6432,37.0054,37.4387,47.45,41.6386,0.346695,124.8102,8.9150,hold
8.500,2.6429,37.0000,-0.66,-0.05,2.6403,36.9641,37.4387,47.42,41.5922,0.346619,124.7827,8.9131,hold
8.513,2.6429,37.0000,0.95,0.07,2.6357,36.9000,37.4387,47.45,41.5200,0.346756,124.8322,8.9166,hold
8.525,2.6429,37.0000,0.95,0.07,2.6357,36.9000,37.4387,47.45,41.5200,0.346756,124.8322,8.9166,hold
8.538,2.6429,37.0000,-0.78,-0.06,2.6375,36.9253,37.4387,47.42,41.5485,0.346619,124.7827,8.9131,hold
8.550,2.6429,37.0000,0.28,0.02,2.6485,37.0786,37.4387,47.43,41.7210,0.346664,124.7992,8.9142,hold
8.564,2.6429,37.0000,-0.66,-0.05,2.6432,37.0053,37.4200,47.43,41.6385,0.346664,124.7992,8.9142,hold
8.575,2.6429,37.0000,0.70,0.05,2.6417,36.9833,37.4200,47.42,41.6138,0.346710,124.8157,8.9154,hold
8.588,2.6429,37.0000,0.70,0.05,2.6417,36.9833,37.4200,47.42,41.6138,0.346710,124.8157,8.9154,hold
8.600,2.6429,37.0000,0.61,0.04,2.6540,37.1560,37.4200,47.45,41.8080,0.346741,124.8267,8.9162,hold
8.613,2.6429,37.0000,0.12,0.01,2.6414,36.9796,37.4200,47.43,41.6096,0.346710,124.8157,8.9154,hold
8.625,2.6429,37.0000,0.07,0.00,2.6422,36.9909,37.4200,47.42,41.6223,0.346710,124.8157,8.9154,hold
8.638,2.6429,37.0000,0.07,0.00,2.6422,36.9909,37.4200,47.42,41.6223,0.346710,124.8157,8.9154,hold
8.650,2.6429,37.0000,-0.99,-0.07,2.6462,37.0462,37.4200,47.43,41.6845,0.346634,124.7882,8.9134,hold
8.664,2.6429,37.0000,0.28,0.02,2.6453,37.0349,37.4030,47.45,41.6718,0.346710,124.8157,8.9154,hold
8.675,2.6429,37.0000,-0.32,-0.02,2.6320,36.8482,37.4030,47.40,41.4617,0.346680,124.8047,8.9146,hold
8.688,2.6429,37.0000,0.76,0.05,2.6428,36.9996,37.4030,47.45,41.6321,0.346756,124.8322,8.9166,hold
8.700,2.6429,37.0000,0.76,0.05,2.6428,36.9996,37.4030,47.45,41.6321,0.346756,124.8322,8.9166,hold
8.713,2.6429,37.0000,-0.67,-0.05,2.6378,36.9287,37.4030,47.42,41.5523,0.346664,124.7992,8.9142,hold
8.725,2.6429,37.0000,0.46,0.03,2.6435,37.0089,37.4030,47.43,41.6426,0.346725,124.8212,8.9158,hold
8.738,2.6429,37.0000,-0.18,-0.01,2.6414,36.9798,37.4030,47.45,41.6098,0.346680,124.8047,8.9146,hold
8.755,2.6429,37.0000,-0.18,-0.01,2.6414,36.9798,37.3880,47.45,41.6098,0.346680,124.8047,8.9146,hold
8.763,2.6429,37.0000,0.47,0.03,2.6493,37.0906,37.3880,47.43,41.7345,0.346741,124.8267,8.9162,hold
8.775,2.6429,37.0000,-0.81,-0.06,2.6417,36.9833,37.3880,47.45,41.6137,0.346680,124.8047,8.9146,hold
8.788,2.6429,37.0000,0.83,0.06,2.6472,37.0606,37.3880,47.47,41.7008,0.346741,124.8267,8.9162,hold
8.800,2.6429,37.0000,0.83,0.06,2.6472,37.0606,37.3880,47.47,41.7008,0.346741,124.8267,8.9162,hold
8.813,2.6429,37.0000,-0.38,-0.03,2.6336,36.8699,37.3880,47.42,41.4862,0.346710,124.8157,8.9154,hold
8.825,2.6429,37.0000,-0.34,-0.02,2.6344,36.8810,37.3880,47.42,41.4986,0.346664,124.7992,8.9142,hold
8.839,2.6429,37.0000,-0.35,-0.02,2.6383,36.9357,37.3723,47.43,41.5602,0.346710,124.8157,8.9154,hold
8.850,2.6429,37.0000,0.76,0.05,2.6425,36.9953,37.3723,47.43,41.6272,0.346771,124.8376,8.9170,hold
8.863,2.6429,37.0000,0.76,0.05,2.6425,36.9953,37.3723,47.43,41.6272,0.346771,124.8376,8.9170,hold
8.875,2.6429,37.0000,0.00,0.00,2.6438,37.0130,37.3723,47.43,41.6471,0.346741,124.8267,8.9162,hold
8.888,2.6429,37.0000,-0.21,-0.02,2.6398,36.9577,37.3723,47.43,41.5850,0.346695,124.8102,8.9150,hold
8.900,2.6429,37.0000,0.63,0.05,2.6444,37.0211,37.3723,47.42,41.6563,0.346786,124.8431,8.9174,hold
8.913,2.6429,37.0000,0.63,0.05,2.6444,37.0211,37.3723,47.42,41.6563,0.346786,124.8431,8.9174,hold
8.925,2.6429,37.0000,-0.77,-0.05,2.6396,36.9542,37.3723,47.42,41.5810,0.346680,124.8047,8.9146,hold
8.939,2.6429,37.0000,0.45,0.03,2.6432,37.0041,37.3564,47.43,41.6372,0.346786,124.8431,8.9174,hold
8.950,2.6429,37.0000,-0.25,-0.02,2.6522,37.1302,37.3564,47.42,41.7791,0.346725,124.8212,8.9158,hold
8.963,2.6429,37.0000,0.77,0.06,2.6496,37.0950,37.3564,47.43,41.7394,0.346771,124.8376,8.9170,hold
8.975,2.6429,37.0000,0.77,0.06,2.6496,37.0950,37.3564,47.43,41.7394,0.346771,124.8376,8.9170,hold
8.988,2.6429,37.0000,-1.29,-0.09,2.6344,36.8810,37.3564,47.45,41.4986,0.346664,124.7992,8.9142,hold
9.000,2.6429,37.0000,-0.43,-0.03,2.6401,36.9614,37.3564,47.42,41.5891,0.346695,124.8102,8.9150,hold
9.013,2.6429,37.0000,0.22,0.02,2.6481,37.0734,37.3564,47.43,41.7151,0.346771,124.8376,8.9170,hold
9.029,2.6429,37.0000,0.22,0.02,2.6481,37.0734,37.3416,47.43,41.7151,0.346771,124.8376,8.9170,hold
9.038,2.6429,37.0000,0.38,0.03,2.6410,36.9736,37.3416,47.43,41.6029,0.346756,124.8322,8.9166,hold
9.050,2.6429,37.0000,0.14,0.01,2.6420,36.9874,37.3416,47.42,41.6184,0.346802,124.8486,8.9178,hold
9.063,2.6429,37.0000,0.07,0.01,2.6441,37.0170,37.3416,47.42,41.6517,0.346756,124.8322,8.9166,hold
9.076,2.6429,37.0000,0.07,0.01,2.6441,37.0170,37.3416,47.42,41.6517,0.346756,124.8322,8.9166,hold
9.088,2.6429,37.0000,-0.99,-0.07,2.6385,36.9394,37.3416,47.43,41.5643,0.346695,124.8102,8.9150,hold
9.100,2.6429,37.0000,1.04,0.07,2.6488,37.0828,37.3416,47.45,41.7257,0.346817,124.8541,8.9182,hold
9.114,2.6429,37.0000,-0.48,-0.03,2.6351,36.8918,37.3277,47.45,41.5107,0.346741,124.8267,8.9162,hold
9.126,2.6429,37.0000,0.20,0.01,2.6422,36.9911,37.3277,47.42,41.6225,0.346756,124.8322,8.9166,hold
9.138,2.6429,37.0000,0.20,0.01,2.6422,36.9911,37.3277,47.42,41.6225,0.346756,124.8322,8.9166,hold
9.150,2.6429,37.0000,-0.90,-0.06,2.6422,36.9910,37.3277,47.43,41.6225,0.346710,124.8157,8.9154,hold
9.163,2.6429,37.0000,0.07,0.01,2.6459,37.0429,37.3277,47.43,41.6809,0.346756,124.8322,8.9166,hold
9.175,2.6429,37.0000,-0.39,-0.03,2.6475,37.0647,37.3277,47.42,41.7054,0.346741,124.8267,8.9162,hold
9.189,2.6429,37.0000,-0.39,-0.03,2.6475,37.0647,37.3277,47.42,41.7054,0.346741,124.8267,8.9162,hold
9.200,2.6429,37.0000,-0.12,-0.01,2.6512,37.1166,37.3277,47.42,41.7638,0.346756,124.8322,8.9166,hold
9.214,2.6429,37.0000,-0.13,-0.01,2.6453,37.0346,37.3137,47.45,41.6715,0.346756,124.8322,8.9166,hold
9.225,2.6429,37.0000,0.19,0.01,2.6475,37.0647,37.3137,47.43,41.7053,0.346756,124.8322,8.9166,hold
9.238,2.6429,37.0000,0.19,0.01,2.6475,37.0647,37.3137,47.43,41.7053,0.346756,124.8322,8.9166,hold
9.250,2.6429,37.0000,-1.10,-0.08,2.6446,37.0240,37.3137,47.43,41.6596,0.346680,124.8047,8.9146,hold
9.263,2.6429,37.0000,0.34,0.02,2.6484,37.0780,37.3137,47.45,41.7203,0.346802,124.8486,8.9178,hold
9.275,2.6429,37.0000,-0.51,-0.04,2.6385,36.9392,37.3137,47.45,41.5642,0.346756,124.8322,8.9166,hold
9.289,2.6429,37.0000,0.14,0.01,2.6462,37.0473,37.3137,47.42,41.6858,0.346771,124.8376,8.9170,hold
9.303,2.6429,37.0000,0.14,0.01,2.6462,37.0473,37.2980,47.42,41.6858,0.346771,124.8376,8.9170,hold
9.313,2.6429,37.0000,-0.35,-0.02,2.6320,36.8479,37.2980,47.43,41.4614,0.346771,124.8376,8.9170,hold
9.325,2.6429,37.0000,-0.24,-0.02,2.6447,37.0256,37.2980,47.43,41.6613,0.346756,124.8322,8.9166,hold
9.338,2.6429,37.0000,0.11,0.01,2.6416,36.9827,37.2980,47.42,41.6130,0.346817,124.8541,8.9182,hold
9.351,2.6429,37.0000,0.11,0.01,2.6416,36.9827,37.2980,47.42,41.6130,0.346817,124.8541,8.9182,hold
9.363,2.6429,37.0000,-0.02,-0.00,2.6357,36.8997,37.2980,47.43,41.5197,0.346786,124.8431,8.9174,hold
9.375,2.6429,37.0000,-0.33,-0.02,2.6499,37.0993,37.2980,47.43,41.7442,0.346771,124.8376,8.9170,hold
9.388,2.6429,37.0000,-0.55,-0.04,2.6422,36.9911,37.2980,47.42,41.6226,0.346741,124.8267,8.9162,hold
9.403,2.6429,37.0000,-0.55,-0.04,2.6422,36.9911,37.2815,47.42,41.6226,0.346741,124.8267,8.9162,hold
9.413,2.6429,37.0000,0.59,0.04,2.6447,37.0256,37.2815,47.43,41.6614,0.346802,124.8486,8.9178,hold
9.425,2.6429,37.0000,-0.30,-0.02,2.6413,36.9780,37.2815,47.42,41.6078,0.346771,124.8376,8.9170,hold
9.438,2.6429,37.0000,0.19,0.01,2.6348,36.8873,37.2815,47.42,41.5058,0.346817,124.8541,8.9182,hold
9.450,2.6429,37.0000,0.09,0.01,2.6484,37.0779,37.2815,47.43,41.7202,0.346786,124.8431,8.9174,hold
9.464,2.6429,37.0000,0.09,0.01,2.6484,37.0779,37.2815,47.43,41.7202,0.346786,124.8431,8.9174,hold
9.475,2.6429,37.0000,0.21,0.01,2.6345,36.8826,37.2815,47.43,41.5005,0.346817,124.8541,8.9182,hold
9.489,2.6429,37.0000,-0.42,-0.03,2.6447,37.0256,37.2667,47.42,41.6614,0.346771,124.8376,8.9170,hold
9.500,2.6429,37.0000,0.88,0.06,2.6454,37.0351,37.2667,47.42,41.6720,0.346848,124.8651,8.9189,hold
9.513,2.6429,37.0000,0.88,0.06,2.6454,37.0351,37.2667,47.42,41.6720,0.346848,124.8651,8.9189,hold
9.525,2.6429,37.0000,-0.33,-0.02,2.6339,36.8739,37.2667,47.43,41.4907,0.346771,124.8376,8.9170,hold
9.538,2.6429,37.0000,0.61,0.04,2.6506,37.1091,37.2667,47.42,41.7553,0.346832,124.8596,8.9185,hold
9.550,2.6429,37.0000,-0.56,-0.04,2.6304,36.8263,37.2667,47.42,41.4371,0.346771,124.8376,8.9170,hold
9.563,2.6429,37.0000,0.30,0.02,2.6506,37.1089,37.2667,47.42,41.7551,0.346802,124.8486,8.9178,hold
9.578,2.6429,37.0000,0.30,0.02,2.6506,37.1089,37.2519,47.42,41.7551,0.346802,124.8486,8.9178,hold
9.588,2.6429,37.0000,-0.30,-0.02,2.6453,37.0348,37.2519,47.43,41.6717,0.346786,124.8431,8.9174,hold
9.600,2.6429,37.0000,0.56,0.04,2.6386,36.9398,37.2519,47.43,41.5649,0.346832,124.8596,8.9185,hold
9.613,2.6429,37.0000,-0.33,-0.02,2.6488,37.0827,37.2519,47.42,41.7256,0.346802,124.8486,8.9178,hold
9.627,2.6429,37.0000,-0.33,-0.02,2.6488,37.0827,37.2519,47.42,41.7256,0.346802,124.8486,8.9178,hold
9.638,2.6429,37.0000,0.04,0.00,2.6477,37.0685,37.2519,47.42,41.7096,0.346817,124.8541,8.9182,hold
9.650,2.6429,37.0000,0.45,0.03,2.6378,36.9297,37.2519,47.43,41.6663,0.346848,124.8651,8.9189,hold
9.663,2.6429,37.0000,-0.22,-0.02,2.6357,36.8998,37.2519,47.42,41.5198,0.346786,124.8431,8.9174,hold
9.679,2.6429,37.0000,-0.22,-0.02,2.6357,36.8998,37.2359,47.42,41.5198,0.346786,124.8431,8.9174,hold
9.688,2.6429,37.0000,0.17,0.01,2.6374,36.9235,37.2359,47.42,41.5464,0.346832,124.8596,8.9185,hold
9.700,2.6429,37.0000,-0.10,-0.01,2.6506,37.1091,37.2359,47.42,41.7553,0.346832,124.8596,8.9185,hold
9.713,2.6429,37.0000,0.27,0.02,2.6522,37.1304,37.2359,47.43,41.7792,0.346848,124.8651,8.9189,hold
9.725,2.6429,37.0000,0.27,0.02,2.6522,37.1304,37.2359,47.43,41.7792,0.346848,124.8651,8.9189,hold
9.738,2.6429,37.0000,0.37,0.03,2.6378,36.9287,37.2359,47.42,41.5524,0.346878,124.8761,8.9197,hold
9.750,2.6429,37.0000,-0.33,-0.02,2.6493,37.0904,37.2359,47.47,41.7342,0.346786,124.8431,8.9174,hold
9.764,2.6429,37.0000,0.34,0.02,2.6522,37.1304,37.2234,47.45,41.8385,0.346848,124.8651,8.9189,hold
9.775,2.6429,37.0000,-0.14,-0.01,2.6484,37.0780,37.2234,47.43,41.7203,0.346817,124.8541,8.9182,hold
9.788,2.6429,37.0000,-0.14,-0.01,2.6484,37.0780,37.2234,47.43,41.7203,0.346817,124.8541,8.9182,hold
9.800,2.6429,37.0000,-0.31,-0.02,2.6394,36.9520,37.2234,47.43,41.5785,0.346786,124.8431,8.9174,hold
9.813,2.6429,37.0000,0.22,0.02,2.6420,36.9874,37.2234,47.45,41.6184,0.346848,124.8651,8.9189,hold
9.825,2.6429,37.0000,0.38,0.03,2.6435,37.0087,37.2234,47.43,41.6424,0.346848,124.8651,8.9189,hold
9.838,2.6429,37.0000,0.38,0.03,2.6435,37.0087,37.2234,47.43,41.6424,0.346848,124.8651,8.9189,hold
9.850,2.6429,37.0000,-0.45,-0.03,2.6401,36.9612,37.2234,47.43,41.5889,0.346802,124.8486,8.9178,hold
9.864,2.6429,37.0000,0.50,0.04,2.6404,36.9661,37.2101,47.42,41.5944,0.346848,124.8651,8.9189,hold
9.875,2.6429,37.0000,-0.40,-0.03,2.6363,36.9088,37.2101,47.45,41.5299,0.346817,124.8541,8.9182,hold
9.888,2.6429,37.0000,0.50,0.04,2.6397,36.9553,37.2101,47.45,41.5823,0.346878,124.8761,8.9197,hold
9.900,2.6429,37.0000,0.50,0.04,2.6397,36.9553,37.2101,47.45,41.5823,0.346878,124.8761,8.9197,hold
9.913,2.6429,37.0000,-0.02,-0.00,2.6423,36.9925,37.2101,47.45,41.6241,0.346863,124.8706,8.9193,hold
9.925,2.6429,37.0000,0.78,0.06,2.6499,37.0982,37.2101,47.42,41.7431,0.346893,124.8816,8.9201,hold
9.938,2.6429,37.0000,0.01,0.00,2.6404,36.9661,37.2101,47.42,41.5168,0.346848,124.8651,8.9189,hold
9.954,2.6429,37.0000,0.01,0.00,2.6404,36.9661,37.1977,47.42,41.5168,0.346848,124.8651,8.9189,hold
9.963,2.6429,37.0000,0.43,0.03,2.6480,37.0717,37.1977,47.43,41.7133,0.346863,124.8706,8.9193,hold
9.975,2.6429,37.0000,-0.07,-0.01,2.6472,37.0614,37.1977,47.43,41.7017,0.346848,124.8651,8.9189,hold
9.988,2.6429,37.0000,-0.34,-0.02,2.6352,36.8922,37.1977,47.42,41.5112,0.346832,124.8596,8.9185,hold
10.002,2.6429,37.0000,-0.51,-0.04,2.6435,37.0089,37.1977,47.43,41.6425,0.346817,124.8541,8.9182,hold
10.013,2.6429,37.0000,-0.51,-0.04,2.6435,37.0089,37.1977,47.43,41.6425,0.346817,124.8541,8.9182,hold
10.025,2.6429,37.0000,-0.40,-0.03,2.6484,37.0771,37.1977,47.42,41.7193,0.346878,124.8761,8.9197,hold
10.039,2.6429,37.0000,0.11,0.01,2.6363,36.9075,37.1849,47.42,41.5285,0.346863,124.8706,8.9193,hold
10.050,2.6429,37.0000,-0.13,-0.01,2.6408,36.9712,37.1849,47.42,41.6002,0.346848,124.8651,8.9189,hold
10.063,2.6429,37.0000,-0.13,-0.01,2.6408,36.9712,37.1849,47.42,41.6002,0.346848,124.8651,8.9189,hold
10.075,2.6429,37.0000,0.11,0.01,2.6472,37.0614,37.1849,47.42,41.7016,0.346848,124.8651,8.9189,hold
10.088,2.6429,37.0000,0.42,0.03,2.6484,37.0772,37.1849,47.43,41.7194,0.346893,124.8816,8.9201,hold
10.100,2.6429,37.0000,-0.62,-0.04,2.6438,37.0137,37.1849,47.43,41.6480,0.346832,124.8596,8.9185,hold
10.113,2.6429,37.0000,-0.74,-0.05,2.6382,36.9350,37.1849,47.42,41.5594,0.346802,124.8486,8.9178,hold
10.125,2.6429,37.0000,-0.74,-0.05,2.6382,36.9350,37.1849,47.42,41.5594,0.346802,124.8486,8.9178,hold
10.139,2.6429,37.0000,-0.30,-0.02,2.6484,37.0769,37.1755,47.43,41.7191,0.346863,124.8706,8.9193,hold
10.150,2.6429,37.0000,0.15,0.01,2.6340,36.8758,37.1755,47.43,41.4928,0.346878,124.8761,8.9197,hold
10.163,2.6429,37.0000,0.16,0.01,2.6397,36.9553,37.1755,47.43,41.5823,0.346878,124.8761,8.9197,hold
10.175,2.6429,37.0000,0.16,0.01,2.6397,36.9553,37.1755,47.43,41.5823,0.346878,124.8761,8.9197,hold
10.188,2.6429,37.0000,-0.06,-0.00,2.6529,37.1405,37.1755,47.42,41.7907,0.346863,124.8706,8.9193,hold
10.200,2.6429,37.0000,0.37,0.03,2.6390,36.9457,37.1755,47.42,41.5715,0.346924,124.8926,8.9209,hold
10.213,2.6429,37.0000,-0.11,-0.01,2.6382,36.9341,37.1755,47.45,41.5584,0.346878,124.8761,8.9197,hold
10.229,2.6429,37.0000,-0.11,-0.01,2.6382,36.9341,37.1651,47.45,41.5584,0.346878,124.8761,8.9197,hold
10.238,2.6429,37.0000,-0.55,-0.04,2.6401,36.9612,37.1651,47.42,41.5889,0.346817,124.8541,8.9182,hold
10.250,2.6429,37.0000,0.17,0.01,2.6412,36.9765,37.1651,47.42,41.6061,0.346893,124.8816,8.9201,hold
10.263,2.6429,37.0000,0.18,0.01,2.6537,37.1514,37.1651,47.42,41.8029,0.346893,124.8816,8.9201,hold
10.276,2.6429,37.0000,0.18,0.01,2.6537,37.1514,37.1651,47.42,41.8029,0.346893,124.8816,8.9201,hold
10.288,2.6429,37.0000,-0.30,-0.02,2.6393,36.9499,37.1651,47.43,41.5762,0.346848,124.8651,8.9189,hold
10.300,2.6429,37.0000,0.89,0.06,2.6458,37.0410,37.1651,47.42,41.6786,0.346954,124.9036,8.9217,hold
10.313,2.6429,37.0000,0.44,0.03,2.6435,37.0085,37.1651,47.40,41.6421,0.346924,124.8926,8.9209,hold
10.327,2.6429,37.0000,0.02,0.00,2.6382,36.9343,37.1513,47.43,41.5586,0.346909,124.8871,8.9205,hold
10.338,2.6429,37.0000,0.02,0.00,2.6382,36.9343,37.1513,47.43,41.5586,0.346909,124.8871,8.9205,hold
10.350,2.6429,37.0000,-0.13,-0.01,2.6491,37.0877,37.1513,47.42,41.7312,0.346863,124.8706,8.9193,hold
10.363,2.6429,37.0000,-0.27,-0.02,2.6446,37.0241,37.1513,47.43,41.6597,0.346878,124.8761,8.9197,hold
10.375,2.6429,37.0000,-0.04,-0.00,2.6450,37.0294,37.1513,47.43,41.6657,0.346878,124.8761,8.9197,hold
10.389,2.6429,37.0000,-0.04,-0.00,2.6450,37.0294,37.1513,47.43,41.6657,0.346878,124.8761,8.9197,hold
10.400,2.6429,37.0000,0.11,0.01,2.6405,36.9666,37.1513,47.43,41.5949,0.346909,124.8871,8.9205,hold
10.414,2.6429,37.0000,-0.15,-0.01,2.6427,36.9976,37.1392,47.42,41.6299,0.346878,124.8761,8.9197,hold
10.425,2.6429,37.0000,0.60,0.04,2.6409,36.9725,37.1392,47.42,41.6017,0.346939,124.8981,8.9213,hold
10.439,2.6429,37.0000,0.60,0.04,2.6409,36.9725,37.1392,47.42,41.6017,0.346939,124.8981,8.9213,hold
10.450,2.6429,37.0000,-0.16,-0.01,2.6340,36.8759,37.1392,47.42,41.4929,0.346878,124.8761,8.9197,hold
10.463,2.6429,37.0000,-0.43,-0.03,2.6374,36.9236,37.1392,47.43,41.5465,0.346863,124.8706,8.9193,hold
10.475,2.6429,37.0000,-0.03,-0.00,2.6609,37.2523,37.1392,47.42,41.9164,0.346909,124.8871,8.9205,hold
10.488,2.6429,37.0000,-0.03,-0.00,2.6609,37.2523,37.1392,47.42,41.9164,0.346909,124.8871,8.9205,hold
10.501,2.6429,37.0000,0.09,0.01,2.6435,37.0085,37.1286,47.43,41.6422,0.346893,124.8816,8.9201,hold
10.513,2.6429,37.0000,0.35,0.02,2.6450,37.0295,37.1286,47.42,41.6658,0.346909,124.8871,8.9205,hold
10.525,2.6429,37.0000,0.47,0.03,2.6492,37.0886,37.1286,47.42,41.7323,0.346939,124.8981,8.9213,hold
10.538,2.6429,37.0000,0.26,0.02,2.6405,36.9667,37.1286,47.45,41.5950,0.346939,124.8981,8.9213,hold
10.550,2.6429,37.0000,0.26,0.02,2.6405,36.9667,37.1286,47.45,41.5950,0.346939,124.8981,8.9213,hold
10.563,2.6429,37.0000,1.13,0.08,2.6437,37.0119,37.1286,47.42,41.6460,0.347000,124.9200,8.9229,hold
10.575,2.6429,37.0000,-0.56,-0.04,2.6359,36.9024,37.1286,47.42,41.5227,0.346863,124.8706,8.9193,hold
10.588,2.6429,37.0000,-0.03,-0.00,2.6386,36.9399,37.1286,47.43,41.5650,0.346924,124.8926,8.9209,hold
10.603,2.6429,37.0000,-0.03,-0.00,2.6386,36.9399,37.1156,47.43,41.5650,0.346924,124.8926,8.9209,hold
10.613,2.6429,37.0000,-0.29,-0.02,2.6408,36.9710,37.1156,47.40,41.6000,0.346878,124.8761,8.9197,hold
